benchmark,cluster,ddrfreq,cpufreq,cpu_cycles,inst_retired,l1i_cache_refill,l1d_cache_refill,l2d_cache_refill,l3d_cache_refill,ll_cache_miss_rd,time_run,time_enabled
random_copy_27_5,0,534000000,1800000,8918260000.0,1231430000.0,472,38315100.0,57897300.0,57724200.0,57724200.0,4977390000.0,4977390000.0
random_copy_27_5,0,1320000000,408000,1354560000.0,722958000.0,45185,20466000.0,32492400.0,31183200.0,31183200.0,4975540000.0,4975540000.0
random_copy_27_5,0,1320000000,600000,2489920000.0,1131310000.0,29973,32562600.0,53080200.0,52764000.0,52764000.0,4968140000.0,4968140000.0
random_copy_27_5,0,1320000000,816000,3615650000.0,1468390000.0,21334,41777300.0,71695000.0,71401600.0,71401600.0,4983300000.0,4983300000.0
random_copy_27_5,0,1320000000,1008000,4687620000.0,1625610000.0,13975,48822200.0,76349500.0,75979800.0,75979800.0,4985890000.0,4985890000.0
random_copy_27_5,0,1320000000,1200000,5920900000.0,1805720000.0,6008,55280500.0,84716500.0,84394100.0,84394100.0,4980970000.0,4980970000.0
random_copy_27_5,0,1320000000,1416000,6920210000.0,1916820000.0,462,59073400.0,89866200.0,89586300.0,89586300.0,4979580000.0,4979580000.0
random_copy_27_5,0,1320000000,1608000,7955690000.0,2019720000.0,490,62580700.0,94378500.0,94085900.0,94085900.0,4985280000.0,4985280000.0
random_copy_27_5,0,1320000000,1800000,8906390000.0,2089350000.0,494,65119200.0,97847600.0,97536500.0,97536500.0,4979260000.0,4979260000.0
random_copy_27_5,0,1968000000,408000,1351530000.0,701196000.0,45687,19627800.0,31568100.0,30476600.0,30476600.0,4985810000.0,4985810000.0
random_copy_27_5,0,1968000000,600000,2487890000.0,1103160000.0,30917,31272500.0,53199400.0,52641900.0,52641900.0,4987330000.0,4987330000.0
random_copy_27_5,0,1968000000,816000,3610110000.0,1366120000.0,21124,39414100.0,65331800.0,65062100.0,65062100.0,4977830000.0,4977830000.0
random_copy_27_5,0,1968000000,1008000,4677260000.0,1532780000.0,14225,46187300.0,71503300.0,71237400.0,71237400.0,4978860000.0,4978860000.0
random_copy_27_5,0,1968000000,1200000,5906620000.0,1689210000.0,6539,51585900.0,79110400.0,78851400.0,78851400.0,4976220000.0,4976220000.0
random_copy_27_5,0,1968000000,1416000,6909560000.0,1801890000.0,1258,55662000.0,84364200.0,84077400.0,84077400.0,4980350000.0,4980350000.0
random_copy_27_5,0,1968000000,1608000,7957630000.0,1877780000.0,490,58457300.0,87698000.0,87421900.0,87421900.0,4985400000.0,4985400000.0
random_copy_27_5,0,1968000000,1800000,8923450000.0,1960470000.0,517,60915700.0,91415900.0,91124100.0,91124100.0,4987920000.0,4987920000.0
random_copy_27_5,0,2400000000,408000,1355590000.0,741654000.0,45451,20550500.0,33832500.0,32495500.0,32495500.0,4985920000.0,4985920000.0
random_copy_27_5,0,2400000000,600000,2490530000.0,1169710000.0,30551,32885800.0,56244100.0,55894200.0,55894200.0,4977760000.0,4977760000.0
random_copy_27_5,0,2400000000,816000,3613520000.0,1478410000.0,20961,42382500.0,71890400.0,71594700.0,71594700.0,4978000000.0,4978000000.0
random_copy_27_5,0,2400000000,1008000,4682970000.0,1673590000.0,13706,49281800.0,79494500.0,79195800.0,79195800.0,4977430000.0,4977430000.0
random_copy_27_5,0,2400000000,1200000,5917070000.0,1855660000.0,5884,56212600.0,87275000.0,86987000.0,86987000.0,4976780000.0,4976780000.0
random_copy_27_5,0,2400000000,1416000,6915450000.0,1968870000.0,558,60415200.0,92641300.0,92358800.0,92358800.0,4977390000.0,4977390000.0
random_copy_27_5,0,2400000000,1608000,7940590000.0,2048790000.0,434,63601800.0,95862200.0,95552000.0,95552000.0,4976330000.0,4976330000.0
random_copy_27_5,0,2400000000,1800000,8904060000.0,2148000000.0,488,66739200.0,100190000.0,99867900.0,99867900.0,4978310000.0,4978310000.0
random_copy_27_5,1,534000000,408000,1841630000.0,2796440000.0,61,93931200.0,75522800.0,191553000.0,191553000.0,4981050000.0,4981050000.0
random_copy_27_5,1,534000000,600000,2920930000.0,2914070000.0,53,98373400.0,84227300.0,201401000.0,201401000.0,4957900000.0,4957900000.0
random_copy_27_5,1,534000000,816000,3854480000.0,3324460000.0,55,112598000.0,97615000.0,230006000.0,230006000.0,4983570000.0,4983570000.0
random_copy_27_5,1,534000000,1008000,4795000000.0,3641050000.0,58,123976000.0,108287000.0,252152000.0,252152000.0,4980780000.0,4980780000.0
random_copy_27_5,1,534000000,1200000,5721370000.0,3813860000.0,55,129971000.0,115599000.0,264096000.0,264096000.0,4979980000.0,4979980000.0
random_copy_27_5,1,534000000,1416000,6937360000.0,4045310000.0,63,138518000.0,126848000.0,280151000.0,280151000.0,4987200000.0,4987200000.0
random_copy_27_5,1,534000000,1608000,8007210000.0,4111640000.0,53,141092000.0,130399000.0,284772000.0,284772000.0,4977200000.0,4977200000.0
random_copy_27_5,1,534000000,1800000,9069110000.0,4560510000.0,58,156417000.0,149406000.0,316074000.0,316074000.0,4985990000.0,4985990000.0
random_copy_27_5,1,534000000,2016000,9946410000.0,4185870000.0,57,143394000.0,132248000.0,289639000.0,289639000.0,4977350000.0,4977350000.0
random_copy_27_5,1,534000000,2208000,11069300000.0,4405480000.0,52,151088000.0,140565000.0,305136000.0,305136000.0,4988180000.0,4988180000.0
random_copy_27_5,1,534000000,2352000,11517700000.0,4139760000.0,53,141370000.0,128897000.0,286208000.0,286208000.0,4977630000.0,4977630000.0
random_copy_27_5,1,1320000000,408000,1866820000.0,2953020000.0,56,97135100.0,66857000.0,202010000.0,202010000.0,4982920000.0,4982920000.0
random_copy_27_5,1,1320000000,600000,2948500000.0,3950440000.0,35,131475000.0,102025000.0,272788000.0,272788000.0,4979600000.0,4979600000.0
random_copy_27_5,1,1320000000,816000,3851740000.0,4819380000.0,40,161971000.0,131156000.0,333293000.0,333293000.0,4981100000.0,4981100000.0
random_copy_27_5,1,1320000000,1008000,4789780000.0,5602630000.0,62,187371000.0,153139000.0,386952000.0,386952000.0,4976860000.0,4976860000.0
random_copy_27_5,1,1320000000,1200000,5719470000.0,5961710000.0,57,200546000.0,169338000.0,412156000.0,412156000.0,4979670000.0,4979670000.0
random_copy_27_5,1,1320000000,1416000,6922450000.0,6623480000.0,56,224397000.0,193085000.0,458549000.0,458549000.0,4979290000.0,4979290000.0
random_copy_27_5,1,1320000000,1608000,8011330000.0,6796930000.0,51,230582000.0,201310000.0,470401000.0,470401000.0,4982420000.0,4982420000.0
random_copy_27_5,1,1320000000,1800000,9048070000.0,7211920000.0,53,245705000.0,216601000.0,499426000.0,499425000.0,4979790000.0,4979790000.0
random_copy_27_5,1,1320000000,2016000,9936390000.0,7359800000.0,54,251037000.0,222663000.0,509655000.0,509655000.0,4979040000.0,4979040000.0
random_copy_27_5,1,1320000000,2208000,11057200000.0,7655920000.0,51,261075000.0,232479000.0,530197000.0,530197000.0,4989840000.0,4989840000.0
random_copy_27_5,1,1320000000,2352000,11517700000.0,8377000000.0,57,287388000.0,260513000.0,580593000.0,580593000.0,4988580000.0,4988580000.0
random_copy_27_5,1,1968000000,408000,1862900000.0,2934530000.0,56,97733100.0,68688100.0,201231000.0,201231000.0,4962040000.0,4962040000.0
random_copy_27_5,1,1968000000,600000,2947940000.0,3754330000.0,54,125724000.0,99986300.0,259642000.0,259642000.0,4980330000.0,4980330000.0
random_copy_27_5,1,1968000000,816000,3856820000.0,5223670000.0,61,176803000.0,149418000.0,361922000.0,361922000.0,4988530000.0,4988530000.0
random_copy_27_5,1,1968000000,1008000,4798280000.0,5687170000.0,65,191957000.0,157459000.0,393700000.0,393700000.0,4984840000.0,4984840000.0
random_copy_27_5,1,1968000000,1200000,5717390000.0,5911970000.0,63,200213000.0,171628000.0,409326000.0,409326000.0,4977990000.0,4977990000.0
random_copy_27_5,1,1968000000,1416000,6923770000.0,6480060000.0,57,219725000.0,190436000.0,448661000.0,448661000.0,4980000000.0,4980000000.0
random_copy_27_5,1,1968000000,1608000,8006690000.0,6623580000.0,54,224803000.0,197321000.0,458514000.0,458513000.0,4979710000.0,4979710000.0
random_copy_27_5,1,1968000000,1800000,9044940000.0,7521300000.0,135,257369000.0,231366000.0,521246000.0,521246000.0,4979720000.0,4979720000.0
random_copy_27_5,1,1968000000,2016000,9954170000.0,7129750000.0,61,242750000.0,216606000.0,493535000.0,493535000.0,4989150000.0,4989150000.0
random_copy_27_5,1,1968000000,2208000,11055300000.0,7420290000.0,62,252787000.0,226893000.0,513722000.0,513722000.0,4990540000.0,4990540000.0
random_copy_27_5,1,1968000000,2352000,11523700000.0,7391800000.0,57,251920000.0,227188000.0,511714000.0,511714000.0,4991520000.0,4991520000.0
random_copy_27_5,1,2400000000,408000,1866980000.0,3019050000.0,72,100117000.0,70201400.0,206828000.0,206828000.0,4979520000.0,4979520000.0
random_copy_27_5,1,2400000000,600000,2948320000.0,3846910000.0,59,128807000.0,99048000.0,266108000.0,266108000.0,4981280000.0,4981280000.0
random_copy_27_5,1,2400000000,816000,3850080000.0,5135240000.0,67,172239000.0,133113000.0,355277000.0,355277000.0,4979010000.0,4979010000.0
random_copy_27_5,1,2400000000,1008000,4790360000.0,5960390000.0,69,201001000.0,162398000.0,412680000.0,412680000.0,4977070000.0,4977070000.0
random_copy_27_5,1,2400000000,1200000,5715930000.0,6326340000.0,61,213834000.0,179458000.0,438006000.0,438005000.0,4976790000.0,4976790000.0
random_copy_27_5,1,2400000000,1416000,6922700000.0,6955090000.0,59,235353000.0,202739000.0,481442000.0,481442000.0,4980080000.0,4980080000.0
random_copy_27_5,1,2400000000,1608000,8012290000.0,8203920000.0,61,278372000.0,251218000.0,568679000.0,568679000.0,4985850000.0,4985850000.0
random_copy_27_5,1,2400000000,1800000,9043000000.0,7719780000.0,68,262000000.0,229840000.0,534533000.0,534533000.0,4979630000.0,4979630000.0
random_copy_27_5,1,2400000000,2016000,9928020000.0,7998670000.0,59,271680000.0,239731000.0,553794000.0,553794000.0,4979010000.0,4979010000.0
random_copy_27_5,1,2400000000,2208000,11048700000.0,8296330000.0,67,282144000.0,250909000.0,574364000.0,574363000.0,4991070000.0,4991070000.0
random_copy_27_5,1,2400000000,2352000,11511300000.0,8251140000.0,71,280741000.0,250847000.0,571261000.0,571261000.0,4989830000.0,4989830000.0
random_copy_28_5,0,534000000,408000,622228000.0,310497000.0,105771,8682230.0,7848570.0,4288340.0,4288340.0,4982850000.0,4982850000.0
random_copy_28_5,0,534000000,600000,1571790000.0,546823000.0,103297,16096400.0,18322600.0,15561600.0,15561600.0,4981100000.0,4981100000.0
random_copy_28_5,0,534000000,816000,2714490000.0,737003000.0,88650,22349800.0,27900000.0,25881200.0,25881200.0,4981330000.0,4981330000.0
random_copy_28_5,0,534000000,1008000,3812570000.0,863212000.0,75034,26708800.0,34928500.0,33236900.0,33236900.0,4973320000.0,4973320000.0
random_copy_28_5,0,534000000,1200000,5101110000.0,976641000.0,59358,30048600.0,40742000.0,40292400.0,40292400.0,4978250000.0,4978250000.0
random_copy_28_5,0,534000000,1416000,6106670000.0,1037070000.0,52132,32021100.0,44480000.0,43952100.0,43952100.0,4975510000.0,4975510000.0
random_copy_28_5,0,534000000,1608000,7220330000.0,1132900000.0,47936,34042900.0,50424800.0,49947700.0,49947700.0,4984770000.0,4984770000.0
random_copy_28_5,0,534000000,1800000,8238230000.0,1147570000.0,42597,35818600.0,50213500.0,49765700.0,49765700.0,4975920000.0,4975920000.0
random_copy_28_5,0,1320000000,408000,561249000.0,326880000.0,109652,9142640.0,8940040.0,4907110.0,4907110.0,4976260000.0,4976260000.0
random_copy_28_5,0,1320000000,600000,1589710000.0,761109000.0,101550,21733400.0,30424900.0,27102000.0,27102000.0,4977440000.0,4977440000.0
random_copy_28_5,0,1320000000,816000,2740480000.0,1145400000.0,87533,32509700.0,50474700.0,48405700.0,48405700.0,4978500000.0,4978500000.0
random_copy_28_5,0,1320000000,1008000,3844710000.0,1359170000.0,72215,40644500.0,59071100.0,57818600.0,57818600.0,4962690000.0,4962690000.0
random_copy_28_5,0,1320000000,1200000,5126640000.0,1578150000.0,58248,48372600.0,69622800.0,69195500.0,69195500.0,4975860000.0,4975860000.0
random_copy_28_5,0,1320000000,1416000,6156760000.0,1730530000.0,50254,53329200.0,77359400.0,76780900.0,76780900.0,4985680000.0,4985680000.0
random_copy_28_5,0,1320000000,1608000,7285620000.0,1865480000.0,43084,57613900.0,83711100.0,83186300.0,83186300.0,4979380000.0,4979380000.0
random_copy_28_5,0,1320000000,1800000,8338990000.0,1971250000.0,37255,60986100.0,89306200.0,88834500.0,88834500.0,4983220000.0,4983220000.0
random_copy_28_5,0,1968000000,408000,566385000.0,323954000.0,109063,9083390.0,8840950.0,4830190.0,4830190.0,4944780000.0,4944780000.0
random_copy_28_5,0,1968000000,600000,1589320000.0,739990000.0,101890,20933600.0,29395300.0,26563900.0,26563900.0,4976340000.0,4976340000.0
random_copy_28_5,0,1968000000,816000,2737750000.0,1072690000.0,87395,30880400.0,45960500.0,43904000.0,43904000.0,4972370000.0,4972370000.0
random_copy_28_5,0,1968000000,1008000,3845520000.0,1289570000.0,73902,38045200.0,55614700.0,54337400.0,54337400.0,4978350000.0,4978350000.0
random_copy_28_5,0,1968000000,1200000,5125860000.0,1480090000.0,58168,44971800.0,64958700.0,64521500.0,64521500.0,4977780000.0,4977780000.0
random_copy_28_5,0,1968000000,1416000,6153360000.0,1598960000.0,50899,49209500.0,70528500.0,70295400.0,70295400.0,4986290000.0,4986290000.0
random_copy_28_5,0,1968000000,1608000,7274060000.0,1722770000.0,43499,53614900.0,77098600.0,76584400.0,76584400.0,4980360000.0,4980360000.0
random_copy_28_5,0,1968000000,1800000,8324080000.0,1830320000.0,38516,57141400.0,82177100.0,81931000.0,81931000.0,4984360000.0,4984360000.0
random_copy_28_5,0,2400000000,408000,560188000.0,326917000.0,110582,9054920.0,8427530.0,4875410.0,4875410.0,4975220000.0,4975220000.0
random_copy_28_5,0,2400000000,600000,1590530000.0,775726000.0,102567,21801700.0,31553700.0,28205900.0,28205900.0,4982000000.0,4982000000.0
random_copy_28_5,0,2400000000,816000,2736540000.0,1151770000.0,87662,32791700.0,50944300.0,48382100.0,48382100.0,4978130000.0,4978130000.0
random_copy_28_5,0,2400000000,1008000,3839730000.0,1413460000.0,74097,41185800.0,62920400.0,61175400.0,61175400.0,4977310000.0,4977310000.0
random_copy_28_5,0,2400000000,1200000,5128830000.0,1618160000.0,58690,48969200.0,72067100.0,71278400.0,71278400.0,4977040000.0,4977040000.0
random_copy_28_5,0,2400000000,1416000,6156450000.0,1741570000.0,49787,53712300.0,77499600.0,77261100.0,77261100.0,4976350000.0,4976350000.0
random_copy_28_5,0,2400000000,1608000,7282280000.0,1906170000.0,43851,58651300.0,85998100.0,85473300.0,85473300.0,4977420000.0,4977420000.0
random_copy_28_5,0,2400000000,1800000,8345830000.0,2028170000.0,37580,62656100.0,91781900.0,91547600.0,91547600.0,4987940000.0,4987940000.0
random_copy_28_5,1,534000000,408000,1422270000.0,1841580000.0,69,61657600.0,44189200.0,115636000.0,115636000.0,4984870000.0,4984870000.0
random_copy_28_5,1,534000000,600000,2541620000.0,3003760000.0,42,101391000.0,86967400.0,201097000.0,201097000.0,4975720000.0,4975720000.0
random_copy_28_5,1,534000000,816000,3480630000.0,3051860000.0,120,102829000.0,86330400.0,205214000.0,205214000.0,4975750000.0,4975750000.0
random_copy_28_5,1,534000000,1008000,4509470000.0,3480530000.0,66,118201000.0,101612000.0,237080000.0,237080000.0,4966770000.0,4966770000.0
random_copy_28_5,1,534000000,1200000,5509120000.0,3738710000.0,39,127303000.0,111998000.0,256187000.0,256187000.0,4978600000.0,4978600000.0
random_copy_28_5,1,534000000,1416000,6797580000.0,4023240000.0,106,137733000.0,125471000.0,277216000.0,277216000.0,4981090000.0,4981090000.0
random_copy_28_5,1,534000000,1608000,7959770000.0,4113440000.0,43,140792000.0,129510000.0,284433000.0,284433000.0,4982820000.0,4982820000.0
random_copy_28_5,1,534000000,1800000,9066910000.0,4620380000.0,42,158291000.0,150967000.0,320568000.0,320568000.0,4986400000.0,4986400000.0
random_copy_28_5,1,534000000,2016000,9964410000.0,4208290000.0,33,144333000.0,133055000.0,291743000.0,291743000.0,4986180000.0,4986180000.0
random_copy_28_5,1,534000000,2208000,11053000000.0,4199600000.0,47,143722000.0,131796000.0,291011000.0,291011000.0,4979500000.0,4979500000.0
random_copy_28_5,1,534000000,2352000,11547300000.0,4225530000.0,35,144451000.0,132271000.0,292760000.0,292760000.0,4990220000.0,4990220000.0
random_copy_28_5,1,1320000000,408000,1473650000.0,2280870000.0,89,75265200.0,48744000.0,147237000.0,147237000.0,4967920000.0,4967920000.0
random_copy_28_5,1,1320000000,600000,2620680000.0,3428780000.0,76,114059000.0,87065200.0,230902000.0,230902000.0,4989270000.0,4989270000.0
random_copy_28_5,1,1320000000,816000,3588970000.0,4439200000.0,65,149384000.0,118587000.0,302937000.0,302937000.0,4976870000.0,4976870000.0
random_copy_28_5,1,1320000000,1008000,4655060000.0,5443300000.0,56,183538000.0,148698000.0,374872000.0,374872000.0,4982390000.0,4982390000.0
random_copy_28_5,1,1320000000,1200000,5682580000.0,6777410000.0,63,229429000.0,200948000.0,469851000.0,469851000.0,4973270000.0,4973270000.0
random_copy_28_5,1,1320000000,1416000,6919760000.0,6576670000.0,69,222789000.0,191817000.0,455678000.0,455678000.0,4977660000.0,4977660000.0
random_copy_28_5,1,1320000000,1608000,8023980000.0,6734800000.0,58,229073000.0,200239000.0,466945000.0,466945000.0,4990330000.0,4990330000.0
random_copy_28_5,1,1320000000,1800000,9045740000.0,7075420000.0,57,240892000.0,212464000.0,490588000.0,490588000.0,4977280000.0,4977280000.0
random_copy_28_5,1,1320000000,2016000,9950510000.0,7301280000.0,142,248818000.0,220512000.0,506279000.0,506279000.0,4984940000.0,4984940000.0
random_copy_28_5,1,1320000000,2208000,11028900000.0,7527810000.0,53,256634000.0,229211000.0,522059000.0,522059000.0,4975920000.0,4975920000.0
random_copy_28_5,1,1320000000,2352000,11495500000.0,7568300000.0,53,258362000.0,231393000.0,524855000.0,524855000.0,4976890000.0,4976890000.0
random_copy_28_5,1,1968000000,408000,1470060000.0,2298860000.0,112,76324300.0,50173400.0,147754000.0,147754000.0,4979550000.0,4979550000.0
random_copy_28_5,1,1968000000,600000,2548900000.0,3225220000.0,71,108338000.0,83206300.0,216401000.0,216401000.0,4980750000.0,4980750000.0
random_copy_28_5,1,1968000000,816000,3566350000.0,4235210000.0,72,141983000.0,114215000.0,288287000.0,288287000.0,4975470000.0,4975470000.0
random_copy_28_5,1,1968000000,1008000,4662470000.0,5481270000.0,61,184590000.0,152377000.0,377358000.0,377358000.0,4980080000.0,4980080000.0
random_copy_28_5,1,1968000000,1200000,5699110000.0,5909530000.0,53,199947000.0,170846000.0,409270000.0,409270000.0,4980540000.0,4980540000.0
random_copy_28_5,1,1968000000,1416000,6923210000.0,7040380000.0,55,238964000.0,214749000.0,488688000.0,488688000.0,4980340000.0,4980340000.0
random_copy_28_5,1,1968000000,1608000,8015180000.0,6589330000.0,50,223719000.0,197029000.0,456841000.0,456841000.0,4984470000.0,4984470000.0
random_copy_28_5,1,1968000000,1800000,9061440000.0,7759790000.0,59,264209000.0,242943000.0,538564000.0,538564000.0,4986820000.0,4986820000.0
random_copy_28_5,1,1968000000,2016000,9937960000.0,7177850000.0,56,244312000.0,217828000.0,497699000.0,497699000.0,4979870000.0,4979870000.0
random_copy_28_5,1,1968000000,2208000,11051900000.0,7377500000.0,58,251280000.0,225632000.0,511484000.0,511484000.0,4987760000.0,4987760000.0
random_copy_28_5,1,1968000000,2352000,11520700000.0,8143280000.0,55,278142000.0,259668000.0,565279000.0,565279000.0,4989590000.0,4989590000.0
random_copy_28_5,1,2400000000,408000,1474400000.0,2382640000.0,90,79741100.0,51083200.0,153659000.0,153659000.0,4974380000.0,4974380000.0
random_copy_28_5,1,2400000000,600000,2551900000.0,3356110000.0,83,112357000.0,86071900.0,225506000.0,225506000.0,4976470000.0,4976470000.0
random_copy_28_5,1,2400000000,816000,3635670000.0,4622500000.0,65,155013000.0,120970000.0,315998000.0,315998000.0,4985440000.0,4985440000.0
random_copy_28_5,1,2400000000,1008000,4666700000.0,6590540000.0,66,223094000.0,183662000.0,455191000.0,455191000.0,4980540000.0,4980540000.0
random_copy_28_5,1,2400000000,1200000,5688810000.0,6318000000.0,58,213491000.0,178881000.0,437550000.0,437550000.0,4977080000.0,4977080000.0
random_copy_28_5,1,2400000000,1416000,6935750000.0,6908470000.0,49,234131000.0,202105000.0,478929000.0,478929000.0,4988560000.0,4988560000.0
random_copy_28_5,1,2400000000,1608000,8023450000.0,7318930000.0,46,248260000.0,216366000.0,507432000.0,507432000.0,4990070000.0,4990070000.0
random_copy_28_5,1,2400000000,1800000,9062210000.0,7543450000.0,51,256145000.0,225493000.0,523033000.0,523033000.0,4988280000.0,4988280000.0
random_copy_28_5,1,2400000000,2016000,9931910000.0,8861480000.0,55,301475000.0,275088000.0,615024000.0,615024000.0,4980240000.0,4980240000.0
random_copy_28_5,1,2400000000,2208000,11047500000.0,8145940000.0,55,277095000.0,246376000.0,564729000.0,564729000.0,4989030000.0,4989030000.0
random_copy_28_5,1,2400000000,2352000,11515200000.0,8070720000.0,56,274948000.0,245518000.0,559455000.0,559455000.0,4989910000.0,4989910000.0
random_copy_27_13,0,534000000,408000,1945810000.0,762145000.0,463,39064400.0,46359000.0,1850790.0,1850780.0,4985550000.0,4985550000.0
random_copy_27_13,0,534000000,600000,2924360000.0,1145650000.0,621,58753000.0,69830100.0,2305320.0,2305320.0,4975930000.0,4975930000.0
random_copy_27_13,0,534000000,816000,3921770000.0,1512390000.0,540,77527000.0,91959800.0,3122160.0,3122160.0,4976870000.0,4976870000.0
random_copy_27_13,0,534000000,1008000,4882740000.0,1902650000.0,574,97547600.0,115952000.0,3147950.0,3147950.0,4979330000.0,4979330000.0
random_copy_27_13,0,534000000,1200000,6009380000.0,2312020000.0,547,118520000.0,140662000.0,3792010.0,3792010.0,4985710000.0,4985710000.0
random_copy_27_13,0,534000000,1416000,6921080000.0,2642770000.0,740,135391000.0,160847000.0,4263140.0,4263130.0,4985460000.0,4985460000.0
random_copy_27_13,0,534000000,1608000,7940040000.0,3025680000.0,581,155089000.0,183997000.0,4659440.0,4659440.0,4976850000.0,4976850000.0
random_copy_27_13,0,534000000,1800000,8911780000.0,3323970000.0,568,170457000.0,202275000.0,5672800.0,5672800.0,4986310000.0,4986310000.0
random_copy_27_13,0,1320000000,408000,1944650000.0,803179000.0,431,41180100.0,48900000.0,1610010.0,1610010.0,4977360000.0,4977360000.0
random_copy_27_13,0,1320000000,600000,2928930000.0,1185870000.0,543,60738500.0,72204200.0,2254200.0,2254200.0,4980270000.0,4980270000.0
random_copy_27_13,0,1320000000,816000,3924420000.0,1580310000.0,739,80850200.0,96242200.0,2963590.0,2963580.0,4977740000.0,4977740000.0
random_copy_27_13,0,1320000000,1008000,4890230000.0,1956050000.0,685,100248000.0,118973000.0,3563660.0,3563660.0,4979270000.0,4979270000.0
random_copy_27_13,0,1320000000,1200000,6005380000.0,2372990000.0,620,121637000.0,144446000.0,4501580.0,4501580.0,4975940000.0,4975940000.0
random_copy_27_13,0,1320000000,1416000,6938410000.0,2756470000.0,595,141318000.0,167859000.0,3840250.0,3840250.0,4986120000.0,4986120000.0
random_copy_27_13,0,1320000000,1608000,7963870000.0,3151200000.0,666,161519000.0,191930000.0,4526020.0,4526020.0,4984400000.0,4984400000.0
random_copy_27_13,0,1320000000,1800000,8938430000.0,3542250000.0,630,181478000.0,215607000.0,4786500.0,4786500.0,4989270000.0,4989270000.0
random_copy_27_13,0,1968000000,408000,1943170000.0,806312000.0,502,41347000.0,49092000.0,1237420.0,1237420.0,4975270000.0,4975270000.0
random_copy_27_13,0,1968000000,600000,2925130000.0,1186690000.0,952,60826700.0,72234200.0,1897370.0,1897370.0,4975360000.0,4975360000.0
random_copy_27_13,0,1968000000,816000,3921870000.0,1579320000.0,563,80946100.0,96131400.0,2478460.0,2478460.0,4975720000.0,4975720000.0
random_copy_27_13,0,1968000000,1008000,4892830000.0,1963760000.0,657,100631000.0,119523000.0,2728690.0,2728690.0,4983430000.0,4983430000.0
random_copy_27_13,0,1968000000,1200000,6009420000.0,2394420000.0,493,122396000.0,145790000.0,3322700.0,3322700.0,4979330000.0,4979330000.0
random_copy_27_13,0,1968000000,1416000,6937810000.0,2731480000.0,409,139958000.0,166206000.0,4233530.0,4233530.0,4987460000.0,4987460000.0
random_copy_27_13,0,1968000000,1608000,7950080000.0,3128740000.0,533,159975000.0,190396000.0,4511590.0,4511590.0,4976090000.0,4976090000.0
random_copy_27_13,0,1968000000,1800000,8932630000.0,3460400000.0,415,177013000.0,210524000.0,5711720.0,5711720.0,4988120000.0,4988120000.0
random_copy_27_13,0,2400000000,408000,1944530000.0,803669000.0,533,41214900.0,48889300.0,1562410.0,1562410.0,4978600000.0,4978600000.0
random_copy_27_13,0,2400000000,600000,2926040000.0,1182670000.0,619,60437200.0,72019600.0,2227980.0,2227980.0,4976710000.0,4976710000.0
random_copy_27_13,0,2400000000,816000,3925600000.0,1584680000.0,503,81195000.0,96367900.0,2577500.0,2577500.0,4977650000.0,4977650000.0
random_copy_27_13,0,2400000000,1008000,4892160000.0,1963940000.0,572,100653000.0,119555000.0,3010330.0,3010330.0,4983500000.0,4983500000.0
random_copy_27_13,0,2400000000,1200000,6014480000.0,2413800000.0,562,123738000.0,146760000.0,2958230.0,2958230.0,4984560000.0,4984560000.0
random_copy_27_13,0,2400000000,1416000,6928360000.0,2758820000.0,717,141344000.0,167953000.0,3780420.0,3780420.0,4979930000.0,4979930000.0
random_copy_27_13,0,2400000000,1608000,7968920000.0,3153580000.0,655,161158000.0,192028000.0,4263120.0,4263120.0,4985990000.0,4985990000.0
random_copy_27_13,0,2400000000,1800000,8934350000.0,3539010000.0,541,181247000.0,215496000.0,4704140.0,4704140.0,4986090000.0,4986090000.0
random_copy_27_13,1,534000000,408000,1959520000.0,2414540000.0,46,86524400.0,119562000.0,1060570.0,1060570.0,4981360000.0,4981360000.0
random_copy_27_13,1,534000000,600000,2942370000.0,3306450000.0,54,118494000.0,163444000.0,1899720.0,1899720.0,4980890000.0,4980890000.0
random_copy_27_13,1,534000000,816000,3845390000.0,3193920000.0,51,114531000.0,158043000.0,1905030.0,1905030.0,4980530000.0,4980530000.0
random_copy_27_13,1,534000000,1008000,4799360000.0,5777200000.0,52,207075000.0,285596000.0,2513460.0,2513460.0,4992880000.0,4992880000.0
random_copy_27_13,1,534000000,1200000,5726760000.0,6643020000.0,52,238044000.0,328186000.0,3198870.0,3198870.0,4992810000.0,4992810000.0
random_copy_27_13,1,534000000,1416000,6916290000.0,7938780000.0,48,284560000.0,393327000.0,3998700.0,3998700.0,4980100000.0,4980100000.0
random_copy_27_13,1,534000000,1608000,8026160000.0,5872680000.0,54,210564000.0,290185000.0,2730280.0,2730280.0,4991850000.0,4991850000.0
random_copy_27_13,1,534000000,1800000,9061420000.0,6724990000.0,61,241142000.0,332138000.0,3389280.0,3389280.0,4985140000.0,4985140000.0
random_copy_27_13,1,534000000,2016000,9957810000.0,10728500000.0,58,384479000.0,529492000.0,4860530.0,4860520.0,4989630000.0,4989630000.0
random_copy_27_13,1,534000000,2208000,11067600000.0,8859790000.0,51,317623000.0,437669000.0,5601800.0,5601790.0,4991770000.0,4991770000.0
random_copy_27_13,1,534000000,2352000,11518300000.0,11313500000.0,53,405474000.0,559853000.0,5891360.0,5891350.0,4986050000.0,4986050000.0
random_copy_27_13,1,1320000000,408000,1956910000.0,2461530000.0,55,88200900.0,122113000.0,1611910.0,1611910.0,4971470000.0,4971470000.0
