benchmark,cluster,ddrfreq,cpufreq,cpu_cycles,inst_retired,l1i_cache_refill,l1d_cache_refill,l2d_cache_refill,l3d_cache_refill,ll_cache_miss_rd,time_run,time_enabled
random_copy_29_13,0,1320000000,816000,3935050000.0,854719000.0,395,43971100.0,53156400.0,39402800.0,39402700.0,4984560000.0,4984560000.0
random_copy_29_13,0,1320000000,1008000,4890680000.0,1194880000.0,436,61485300.0,74318200.0,40014300.0,40014300.0,4976860000.0,4976860000.0
random_copy_29_13,0,1320000000,1200000,6013480000.0,1325410000.0,388,68017300.0,82467700.0,45728700.0,45728700.0,4978890000.0,4978890000.0
random_copy_29_13,0,1320000000,1416000,6931970000.0,1461440000.0,451,75149000.0,90898400.0,48849500.0,48849500.0,4979380000.0,4979380000.0
random_copy_29_13,0,1320000000,1608000,7976800000.0,1579930000.0,424,81252500.0,98263400.0,52644200.0,52644200.0,4989220000.0,4989220000.0
random_copy_29_13,0,1320000000,1800000,8919640000.0,1659720000.0,458,85162300.0,103244000.0,55536300.0,55536200.0,4978050000.0,4978050000.0
random_copy_29_13,0,1968000000,408000,1857170000.0,554410000.0,5813,28446100.0,34483800.0,19753300.0,19753300.0,4904500000.0,4904500000.0
random_copy_29_13,0,1968000000,600000,2924900000.0,676923000.0,537,34836900.0,42096400.0,31243900.0,31243900.0,4974820000.0,4974820000.0
random_copy_29_13,0,1968000000,816000,3926500000.0,963531000.0,609,49572400.0,59932000.0,33861000.0,33861000.0,4976160000.0,4976160000.0
random_copy_29_13,0,1968000000,1008000,4890150000.0,1131440000.0,548,58144200.0,70492500.0,38198700.0,38198700.0,4977090000.0,4977090000.0
random_copy_29_13,0,1968000000,1200000,6011570000.0,994726000.0,578,51153100.0,61889000.0,45977600.0,45977600.0,4977870000.0,4977870000.0
random_copy_29_13,0,1968000000,1416000,6924240000.0,1379730000.0,632,70823800.0,85818000.0,46214600.0,46214600.0,4975260000.0,4975260000.0
random_copy_29_13,0,1968000000,1608000,7963710000.0,1438250000.0,639,74029600.0,89447400.0,49928600.0,49928600.0,4983350000.0,4983350000.0
random_copy_29_13,0,1968000000,1800000,8917350000.0,1555900000.0,589,79860800.0,96793000.0,52035200.0,52035200.0,4978500000.0,4978500000.0
random_copy_29_13,0,2400000000,408000,1856490000.0,566462000.0,8265,29067700.0,35249100.0,19812700.0,19812700.0,4976740000.0,4976740000.0
random_copy_29_13,0,2400000000,600000,2926840000.0,818525000.0,520,42111200.0,50902200.0,28721500.0,28721500.0,4976800000.0,4976800000.0
random_copy_29_13,0,2400000000,816000,3925370000.0,1025960000.0,551,52782300.0,63856900.0,34935300.0,34935300.0,4974110000.0,4974110000.0
random_copy_29_13,0,2400000000,1008000,4897070000.0,1196730000.0,584,61528200.0,74486000.0,40299200.0,40299200.0,4984210000.0,4984210000.0
random_copy_29_13,0,2400000000,1200000,6007640000.0,1347710000.0,637,69150800.0,83858000.0,45568700.0,45568700.0,4975420000.0,4975420000.0
random_copy_29_13,0,2400000000,1416000,6926820000.0,1430560000.0,577,73334200.0,89080000.0,49812600.0,49812500.0,4976650000.0,4976650000.0
random_copy_29_13,0,2400000000,1608000,7966850000.0,1579650000.0,603,81207500.0,98367200.0,53082100.0,53082100.0,4984620000.0,4984620000.0
random_copy_29_13,0,2400000000,1800000,8931030000.0,1684870000.0,594,86690000.0,104815000.0,56142200.0,56142200.0,4986440000.0,4986440000.0
random_copy_29_13,1,534000000,408000,1959080000.0,1167720000.0,40,41900700.0,63631700.0,37906200.0,37906200.0,4977110000.0,4977110000.0
random_copy_29_13,1,534000000,600000,2940080000.0,1216170000.0,37,43651000.0,66287500.0,39436700.0,39436700.0,4973850000.0,4973850000.0
random_copy_29_13,1,534000000,816000,3844230000.0,1513870000.0,32,54334700.0,82484300.0,48628700.0,48628700.0,4976500000.0,4976500000.0
random_copy_29_13,1,534000000,1008000,4792460000.0,1626940000.0,39,58409900.0,88692200.0,52500700.0,52500700.0,4984440000.0,4984440000.0
random_copy_29_13,1,534000000,1200000,5720710000.0,1667590000.0,38,59855700.0,90849900.0,53598800.0,53598800.0,4985450000.0,4985450000.0
random_copy_29_13,1,534000000,1416000,6928590000.0,1719820000.0,46,61735800.0,93703800.0,55134200.0,55134200.0,4986830000.0,4986830000.0
random_copy_29_13,1,534000000,1608000,8008910000.0,1732550000.0,61,62189200.0,94425600.0,55666800.0,55666800.0,4982780000.0,4982780000.0
random_copy_29_13,1,534000000,1800000,9041100000.0,1774220000.0,56,63684400.0,96631200.0,57100900.0,57100900.0,4976250000.0,4976250000.0
random_copy_29_13,1,534000000,2016000,9953810000.0,1943250000.0,57,69756000.0,105898000.0,62313300.0,62313300.0,4987810000.0,4987810000.0
random_copy_29_13,1,534000000,2208000,11047400000.0,1862630000.0,58,66861100.0,101511000.0,60597100.0,60597100.0,4983230000.0,4983230000.0
random_copy_29_13,1,534000000,2352000,11521800000.0,1974820000.0,52,70897400.0,107912000.0,64140900.0,64140900.0,4985190000.0,4985190000.0
random_copy_29_13,1,1320000000,408000,1962310000.0,1683830000.0,45,60375500.0,91956200.0,53875700.0,53875700.0,4986690000.0,4986690000.0
random_copy_29_13,1,1320000000,600000,2945960000.0,1698070000.0,49,60905600.0,92614700.0,54360300.0,54360300.0,4984860000.0,4984860000.0
random_copy_29_13,1,1320000000,816000,3840170000.0,2560580000.0,50,91870200.0,139567000.0,81173400.0,81173400.0,4977220000.0,4977220000.0
random_copy_29_13,1,1320000000,1008000,4780320000.0,2292950000.0,49,82269700.0,124960000.0,72599000.0,72599000.0,4973210000.0,4973210000.0
random_copy_29_13,1,1320000000,1200000,5718090000.0,2512100000.0,50,90152800.0,136883000.0,79268200.0,79268200.0,4986470000.0,4986470000.0
random_copy_29_13,1,1320000000,1416000,6920930000.0,2751400000.0,54,98758400.0,149970000.0,86706300.0,86706300.0,4985460000.0,4985460000.0
random_copy_29_13,1,1320000000,1608000,7997870000.0,2843000000.0,50,102041000.0,154969000.0,89588400.0,89588400.0,4979620000.0,4979620000.0
random_copy_29_13,1,1320000000,1800000,9047570000.0,3032180000.0,53,108829000.0,165269000.0,95321700.0,95321700.0,4984110000.0,4984110000.0
random_copy_29_13,1,1320000000,2016000,9938420000.0,3036970000.0,55,108998000.0,165415000.0,95485200.0,95485200.0,4985080000.0,4985080000.0
random_copy_29_13,1,1320000000,2208000,11046700000.0,3134490000.0,62,112511000.0,170787000.0,100159000.0,100159000.0,4987640000.0,4987640000.0
random_copy_29_13,1,1320000000,2352000,11486100000.0,3167520000.0,61,113690000.0,172611000.0,100803000.0,100803000.0,4976760000.0,4976760000.0
random_copy_29_13,1,1968000000,408000,1960250000.0,1479280000.0,54,53063000.0,80638400.0,47484800.0,47484700.0,4980610000.0,4980610000.0
random_copy_29_13,1,1968000000,600000,2944330000.0,1504720000.0,45,53983700.0,82036400.0,48593100.0,48593000.0,4980150000.0,4980150000.0
random_copy_29_13,1,1968000000,816000,3825240000.0,2373980000.0,45,85193100.0,129381000.0,75106600.0,75106500.0,4955930000.0,4955930000.0
random_copy_29_13,1,1968000000,1008000,4792150000.0,2205850000.0,35,79164000.0,120286000.0,69989700.0,69989700.0,4985490000.0,4985490000.0
random_copy_29_13,1,1968000000,1200000,5720910000.0,2343930000.0,46,84118800.0,127719000.0,74204100.0,74204100.0,4987760000.0,4987760000.0
random_copy_29_13,1,1968000000,1416000,6923890000.0,2500560000.0,38,89739200.0,136287000.0,79331900.0,79331900.0,4986160000.0,4986160000.0
random_copy_29_13,1,1968000000,1608000,8008740000.0,2605100000.0,48,93530700.0,141888000.0,82306500.0,82306500.0,4987120000.0,4987120000.0
random_copy_29_13,1,1968000000,1800000,9052060000.0,2785900000.0,36,100003000.0,151717000.0,87973700.0,87973700.0,4987640000.0,4987640000.0
random_copy_29_13,1,1968000000,2016000,9945670000.0,2909520000.0,25,104433000.0,158495000.0,91464600.0,91464600.0,4988290000.0,4988290000.0
random_copy_29_13,1,1968000000,2208000,11050300000.0,2905880000.0,34,104297000.0,158272000.0,93258900.0,93258900.0,4988430000.0,4988430000.0
random_copy_29_13,1,1968000000,2352000,11511600000.0,2927720000.0,42,105084000.0,159591000.0,93997800.0,93997700.0,4985750000.0,4985750000.0
random_copy_29_13,1,2400000000,408000,1962810000.0,1385710000.0,58,49683800.0,75552500.0,44759000.0,44759000.0,4986690000.0,4986690000.0
random_copy_29_13,1,2400000000,600000,2936970000.0,1954410000.0,53,70097600.0,106532000.0,62228800.0,62228800.0,4970140000.0,4970140000.0
random_copy_29_13,1,2400000000,816000,3845120000.0,2084710000.0,52,74803700.0,113588000.0,66641100.0,66641100.0,4979390000.0,4979390000.0
random_copy_29_13,1,2400000000,1008000,4786620000.0,2333030000.0,24,83726200.0,127084000.0,74114700.0,74114700.0,4978420000.0,4978420000.0
random_copy_29_13,1,2400000000,1200000,5713040000.0,2636360000.0,43,94614200.0,143679000.0,83833500.0,83833500.0,4980670000.0,4980670000.0
random_copy_29_13,1,2400000000,1416000,6915740000.0,2692370000.0,36,96617600.0,146707000.0,85077400.0,85077400.0,4980760000.0,4980760000.0
random_copy_29_13,1,2400000000,1608000,7995770000.0,2822630000.0,40,101333000.0,153793000.0,89060000.0,89060000.0,4978790000.0,4978790000.0
random_copy_29_13,1,2400000000,1800000,9046080000.0,3065970000.0,32,110050000.0,167087000.0,96603000.0,96603000.0,4985200000.0,4985200000.0
random_copy_29_13,1,2400000000,2016000,9940630000.0,3097530000.0,31,111181000.0,168819000.0,97441300.0,97441300.0,4988040000.0,4988040000.0
random_copy_29_13,1,2400000000,2208000,11046700000.0,3153150000.0,34,113177000.0,171841000.0,101296000.0,101296000.0,4989400000.0,4989400000.0
random_copy_29_13,1,2400000000,2352000,11516300000.0,3186200000.0,46,114369000.0,173593000.0,102131000.0,102131000.0,4990030000.0,4990030000.0
random_copy_24_17,0,534000000,408000,1945830000.0,531242000.0,682,30679700.0,30711500.0,18160800.0,18160800.0,4979820000.0,4979820000.0
random_copy_24_17,0,534000000,600000,2928420000.0,673961000.0,547,38838400.0,38596300.0,22751100.0,22751100.0,4976790000.0,4976790000.0
random_copy_24_17,0,534000000,816000,3926840000.0,766667000.0,895,44293900.0,45120200.0,26036400.0,26036400.0,4977080000.0,4977080000.0
random_copy_24_17,0,534000000,1008000,4894940000.0,842425000.0,394,48516800.0,48584100.0,28362200.0,28362100.0,4979070000.0,4979070000.0
random_copy_24_17,0,534000000,1200000,6025900000.0,890368000.0,436,51607800.0,52243400.0,30558000.0,30558000.0,4985350000.0,4985350000.0
random_copy_24_17,0,534000000,1416000,6946620000.0,942107000.0,749,54558000.0,54560800.0,31624000.0,31624000.0,4980740000.0,4980740000.0
random_copy_24_17,0,534000000,1608000,7996300000.0,980726000.0,415,56653300.0,56917800.0,32826900.0,32826900.0,4986180000.0,4986180000.0
random_copy_24_17,0,534000000,1800000,8976980000.0,891977000.0,500,51523500.0,50814100.0,35037100.0,35037100.0,4989400000.0,4989400000.0
random_copy_24_17,0,1320000000,408000,1948560000.0,664568000.0,508,38388300.0,38100300.0,22502400.0,22502400.0,4985350000.0,4985350000.0
random_copy_24_17,0,1320000000,600000,2925520000.0,828124000.0,839,47697000.0,47359200.0,32521900.0,32521900.0,4973620000.0,4973620000.0
random_copy_24_17,0,1320000000,816000,3934450000.0,989722000.0,481,57152800.0,57007100.0,38867700.0,38867700.0,4987290000.0,4987290000.0
random_copy_24_17,0,1320000000,1008000,4898770000.0,1202860000.0,1030,69691300.0,69291800.0,40359700.0,40359700.0,4984410000.0,4984410000.0
random_copy_24_17,0,1320000000,1200000,6013830000.0,1336990000.0,600,77013600.0,77060500.0,44538300.0,44538200.0,4975800000.0,4975800000.0
random_copy_24_17,0,1320000000,1416000,6945670000.0,1426320000.0,921,82352100.0,82552200.0,47558900.0,47558900.0,4980120000.0,4980120000.0
random_copy_24_17,0,1320000000,1608000,7983410000.0,1516430000.0,427,87330700.0,87499200.0,50400000.0,50400000.0,4978930000.0,4978930000.0
random_copy_24_17,0,1320000000,1800000,8965080000.0,1583000000.0,832,91537900.0,92755000.0,52745900.0,52745900.0,4983530000.0,4983530000.0
random_copy_24_17,0,1968000000,408000,1942380000.0,635427000.0,506,36759100.0,36729600.0,21449600.0,21449600.0,4971400000.0,4971400000.0
random_copy_24_17,0,1968000000,600000,2932900000.0,846646000.0,794,48899000.0,48833700.0,28594200.0,28594200.0,4983680000.0,4983680000.0
random_copy_24_17,0,1968000000,816000,3926890000.0,1014550000.0,543,58603200.0,57849300.0,34057100.0,34057000.0,4976160000.0,4976160000.0
random_copy_24_17,0,1968000000,1008000,4899420000.0,1137730000.0,963,65843500.0,67187900.0,38094600.0,38094600.0,4985500000.0,4985500000.0
random_copy_24_17,0,1968000000,1200000,6023830000.0,1260480000.0,583,73029800.0,73960700.0,41922500.0,41922500.0,4984890000.0,4984890000.0
random_copy_24_17,0,1968000000,1416000,6947690000.0,1321900000.0,1079,76593000.0,77847900.0,44909500.0,44909500.0,4983900000.0,4983900000.0
random_copy_24_17,0,1968000000,1608000,7992340000.0,1420200000.0,601,82060100.0,81678800.0,47234700.0,47234700.0,4986680000.0,4986680000.0
random_copy_24_17,0,1968000000,1800000,8967760000.0,1478220000.0,926,85362200.0,84895900.0,49286900.0,49286900.0,4986390000.0,4986390000.0
random_copy_24_17,0,2400000000,408000,1944900000.0,655002000.0,497,37866600.0,37783000.0,22217400.0,22217400.0,4978310000.0,4978310000.0
random_copy_24_17,0,2400000000,600000,2928420000.0,882238000.0,795,51012100.0,50502600.0,29699700.0,29699700.0,4976290000.0,4976290000.0
random_copy_24_17,0,2400000000,816000,3929310000.0,1064640000.0,586,61507900.0,60908100.0,35827600.0,35827600.0,4979240000.0,4979240000.0
random_copy_24_17,0,2400000000,1008000,4892430000.0,1206180000.0,1020,69656300.0,69916600.0,40355200.0,40355200.0,4978050000.0,4978050000.0
random_copy_24_17,0,2400000000,1200000,6028610000.0,1340850000.0,459,77249300.0,76915600.0,44995400.0,44995400.0,4987130000.0,4987130000.0
random_copy_24_17,0,2400000000,1416000,6939740000.0,1430430000.0,1032,82622800.0,82599400.0,47717300.0,47717200.0,4976910000.0,4976910000.0
random_copy_24_17,0,2400000000,1608000,7980820000.0,1516870000.0,402,87666200.0,88241500.0,50661700.0,50661700.0,4977850000.0,4977850000.0
random_copy_24_17,0,2400000000,1800000,8965310000.0,1593510000.0,928,92081800.0,93155100.0,53045300.0,53045300.0,4985360000.0,4985360000.0
random_copy_24_17,1,534000000,408000,1959150000.0,1428790000.0,53,57127100.0,66483300.0,47638100.0,47638100.0,4975910000.0,4975910000.0
random_copy_24_17,1,534000000,600000,2943850000.0,1613020000.0,123,64493100.0,74710800.0,53454600.0,53454600.0,4979190000.0,4979190000.0
random_copy_24_17,1,534000000,816000,3843070000.0,1877470000.0,44,75066500.0,85851300.0,62272500.0,62272500.0,4974430000.0,4974430000.0
random_copy_24_17,1,534000000,1008000,4794670000.0,2096820000.0,118,83838400.0,96782100.0,69278600.0,69278600.0,4984210000.0,4984210000.0
random_copy_24_17,1,534000000,1200000,5721290000.0,2176160000.0,44,87010400.0,100725000.0,71902200.0,71902200.0,4983060000.0,4983060000.0
random_copy_24_17,1,534000000,1416000,6935360000.0,2253570000.0,123,90105900.0,103304000.0,74377200.0,74377200.0,4987900000.0,4987900000.0
random_copy_24_17,1,534000000,1608000,8014750000.0,2327520000.0,55,93063600.0,106746000.0,77451000.0,77451000.0,4979020000.0,4979020000.0
random_copy_24_17,1,534000000,1800000,9084910000.0,2436330000.0,132,97414800.0,111710000.0,80583700.0,80583700.0,4988380000.0,4988380000.0
random_copy_24_17,1,534000000,2016000,9987900000.0,2445070000.0,46,97763800.0,112993000.0,80830900.0,80830800.0,4987950000.0,4987950000.0
random_copy_24_17,1,534000000,2208000,11088600000.0,2475490000.0,58,98980100.0,112230000.0,82010200.0,82010200.0,4984430000.0,4984430000.0
random_copy_24_17,1,534000000,2352000,11559400000.0,2532520000.0,51,101260000.0,117090000.0,83961300.0,83961300.0,4983070000.0,4983070000.0
random_copy_24_17,1,1320000000,408000,1960050000.0,1782660000.0,65,71277900.0,81671800.0,58960400.0,58960400.0,4978600000.0,4978600000.0
random_copy_24_17,1,1320000000,600000,2942560000.0,2158500000.0,51,86305500.0,99522400.0,71089800.0,71089700.0,4976930000.0,4976930000.0
random_copy_24_17,1,1320000000,816000,3849490000.0,2591520000.0,51,103620000.0,118870000.0,85042800.0,85042800.0,4982970000.0,4982970000.0
random_copy_24_17,1,1320000000,1008000,4796780000.0,3064270000.0,55,122525000.0,143988000.0,100362000.0,100362000.0,4986870000.0,4986870000.0
random_copy_24_17,1,1320000000,1200000,5715600000.0,3198230000.0,61,127881000.0,147290000.0,104734000.0,104734000.0,4979730000.0,4979730000.0
random_copy_24_17,1,1320000000,1416000,6933670000.0,3409420000.0,54,136326000.0,156868000.0,111762000.0,111762000.0,4987970000.0,4987970000.0
random_copy_24_17,1,1320000000,1608000,8011140000.0,3590780000.0,63,143576000.0,165856000.0,117276000.0,117276000.0,4980030000.0,4980030000.0
random_copy_24_17,1,1320000000,1800000,9062580000.0,3651900000.0,53,146021000.0,167381000.0,119518000.0,119518000.0,4979590000.0,4979590000.0
random_copy_24_17,1,1320000000,2016000,9968470000.0,3808610000.0,57,152289000.0,174143000.0,124284000.0,124284000.0,4984080000.0,4984080000.0
random_copy_24_17,1,1320000000,2208000,11054800000.0,3980940000.0,48,159178000.0,182358000.0,131133000.0,131133000.0,4975840000.0,4975840000.0
random_copy_24_17,1,1320000000,2352000,11535200000.0,3949690000.0,55,157929000.0,180240000.0,130083000.0,130083000.0,4980330000.0,4980330000.0
random_copy_24_17,1,1968000000,408000,1958450000.0,1720330000.0,48,68786200.0,78879100.0,56874200.0,56874200.0,4974050000.0,4974050000.0
random_copy_24_17,1,1968000000,600000,2947090000.0,2084340000.0,53,83340700.0,95679300.0,68533100.0,68533100.0,4984570000.0,4984570000.0
random_copy_24_17,1,1968000000,816000,3849920000.0,2458580000.0,52,98304600.0,112635000.0,80617500.0,80617400.0,4982670000.0,4982670000.0
random_copy_24_17,1,1968000000,1008000,4793560000.0,2856830000.0,54,114229000.0,131127000.0,94061700.0,94061700.0,4983020000.0,4983020000.0
random_copy_24_17,1,1968000000,1200000,5710740000.0,2999040000.0,58,119916000.0,141390000.0,98591000.0,98591000.0,4975140000.0,4975140000.0
random_copy_24_17,1,1968000000,1416000,6925740000.0,3192370000.0,60,127646000.0,147426000.0,104733000.0,104732000.0,4980900000.0,4980900000.0
random_copy_24_17,1,1968000000,1608000,8026950000.0,3291850000.0,125,131625000.0,152702000.0,107878000.0,107878000.0,4987960000.0,4987960000.0
random_copy_24_17,1,1968000000,1800000,9070570000.0,3487750000.0,62,139458000.0,162331000.0,114301000.0,114300000.0,4984010000.0,4984010000.0
random_copy_24_17,1,1968000000,2016000,9972340000.0,3596680000.0,141,143814000.0,167961000.0,117931000.0,117931000.0,4986890000.0,4986890000.0
random_copy_24_17,1,1968000000,2208000,11081100000.0,3693310000.0,60,147677000.0,170299000.0,121862000.0,121862000.0,4988210000.0,4988210000.0
random_copy_24_17,1,1968000000,2352000,11553300000.0,3657440000.0,132,146243000.0,168124000.0,120769000.0,120769000.0,4988360000.0,4988360000.0
random_copy_24_17,1,2400000000,408000,1961690000.0,1795910000.0,55,71808000.0,83180200.0,59428000.0,59428000.0,4982680000.0,4982680000.0
random_copy_24_17,1,2400000000,600000,2948060000.0,2142930000.0,130,85683500.0,98062000.0,70632300.0,70632200.0,4986090000.0,4986090000.0
random_copy_24_17,1,2400000000,816000,3843390000.0,2623620000.0,55,104904000.0,119712000.0,86181200.0,86181200.0,4974520000.0,4974520000.0
random_copy_24_17,1,2400000000,1008000,4787190000.0,3030490000.0,130,121174000.0,140082000.0,99592300.0,99592200.0,4976580000.0,4976580000.0
random_copy_24_17,1,2400000000,1200000,5714930000.0,3216940000.0,62,128628000.0,149810000.0,105190000.0,105190000.0,4978410000.0,4978410000.0
random_copy_24_17,1,2400000000,1416000,6921210000.0,3455320000.0,132,138161000.0,162990000.0,113541000.0,113541000.0,4978140000.0,4978140000.0
random_copy_24_17,1,2400000000,1608000,8013130000.0,3522440000.0,67,140845000.0,164893000.0,115348000.0,115348000.0,4980860000.0,4980860000.0
random_copy_24_17,1,2400000000,1800000,9071790000.0,3698310000.0,136,147876000.0,171041000.0,121201000.0,121201000.0,4986750000.0,4986750000.0
random_copy_24_17,1,2400000000,2016000,9949560000.0,3837950000.0,54,153461000.0,177046000.0,125485000.0,125485000.0,4977910000.0,4977910000.0
random_copy_24_17,1,2400000000,2208000,11074500000.0,3978160000.0,62,159068000.0,182879000.0,131097000.0,131097000.0,4987870000.0,4987870000.0
random_copy_24_17,1,2400000000,2352000,11548900000.0,3998670000.0,54,159886000.0,181518000.0,131723000.0,131723000.0,4989110000.0,4989110000.0
random_copy_19_9,0,534000000,408000,1951970000.0,1741590000.0,500,68542300.0,15650000.0,92.0,92.0,4981590000.0,4981590000.0
random_copy_19_9,0,534000000,600000,2938370000.0,2623630000.0,541,103243000.0,22265300.0,124.0,124.0,4982080000.0,4982080000.0
random_copy_19_9,0,534000000,816000,3925850000.0,3529250000.0,427,139149000.0,28764600.0,117.0,117.0,4967510000.0,4967510000.0
random_copy_19_9,0,534000000,1008000,4898050000.0,4396050000.0,570,173300000.0,36860100.0,164.0,164.0,4977310000.0,4977310000.0
random_copy_19_9,0,534000000,1200000,5999880000.0,5361760000.0,488,211370000.0,48194800.0,172.0,172.0,4957810000.0,4957810000.0
random_copy_19_9,0,534000000,1416000,6936060000.0,6148720000.0,592,242390000.0,56687200.0,178.0,178.0,4967640000.0,4967640000.0
random_copy_19_9,0,534000000,1608000,7935270000.0,7127590000.0,518,281033000.0,57043100.0,94.0,94.0,4940490000.0,4940490000.0
random_copy_19_9,0,534000000,1800000,8939620000.0,7998750000.0,471,315339000.0,68945000.0,177.0,177.0,4959200000.0,4959200000.0
random_copy_19_9,0,1320000000,408000,1952210000.0,1737630000.0,430,68519300.0,15834300.0,163.0,163.0,4981510000.0,4981510000.0
random_copy_19_9,0,1320000000,600000,2940010000.0,2616610000.0,477,102953000.0,23417500.0,126.0,126.0,4983500000.0,4983500000.0
random_copy_19_9,0,1320000000,816000,3933990000.0,3514320000.0,382,138524000.0,31520300.0,129.0,128.0,4978260000.0,4978260000.0
random_copy_19_9,0,1320000000,1008000,4895310000.0,4373650000.0,456,172419000.0,37846300.0,245.0,245.0,4975830000.0,4975830000.0
random_copy_19_9,0,1320000000,1200000,6033350000.0,5370900000.0,536,211758000.0,48788400.0,115.0,115.0,4985900000.0,4985900000.0
random_copy_19_9,0,1320000000,1416000,6947600000.0,6168630000.0,664,243138000.0,57376300.0,111.0,111.0,4976240000.0,4976240000.0
random_copy_19_9,0,1320000000,1608000,7996950000.0,7185090000.0,607,282703000.0,60646700.0,129.0,129.0,4979650000.0,4979650000.0
random_copy_19_9,0,1320000000,1800000,8985090000.0,8027410000.0,631,315821000.0,68915300.0,152.0,152.0,4985280000.0,4985280000.0
random_copy_19_9,0,1968000000,408000,1952950000.0,1740660000.0,485,68502700.0,15631300.0,151.0,151.0,4983620000.0,4983620000.0
random_copy_19_9,0,1968000000,600000,2939130000.0,2624110000.0,428,103466000.0,22833800.0,205.0,205.0,4982390000.0,4982390000.0
random_copy_19_9,0,1968000000,816000,3931620000.0,3527840000.0,397,139075000.0,29415900.0,156.0,156.0,4974700000.0,4974700000.0
random_copy_19_9,0,1968000000,1008000,4899730000.0,4402830000.0,457,173237000.0,35830900.0,235.0,235.0,4978910000.0,4978910000.0
random_copy_19_9,0,1968000000,1200000,6037260000.0,5370800000.0,340,211729000.0,47327300.0,136.0,136.0,4988550000.0,4988550000.0
random_copy_19_9,0,1968000000,1416000,6965310000.0,6212730000.0,550,244930000.0,55828100.0,233.0,233.0,4988490000.0,4988490000.0
random_copy_19_9,0,1968000000,1608000,8015230000.0,7206380000.0,496,283512000.0,59352700.0,151.0,151.0,4990260000.0,4990260000.0
random_copy_19_9,0,1968000000,1800000,8976480000.0,7987920000.0,395,314257000.0,74800100.0,143.0,143.0,4979330000.0,4979330000.0
random_copy_19_9,0,2400000000,408000,1950340000.0,1744450000.0,622,68772200.0,15360400.0,125.0,125.0,4977580000.0,4977580000.0
random_copy_19_9,0,2400000000,600000,2932410000.0,2606260000.0,493,102766000.0,23148200.0,201.0,201.0,4972620000.0,4972620000.0
random_copy_19_9,0,2400000000,816000,3934520000.0,3501640000.0,731,138058000.0,33351000.0,130.0,130.0,4980210000.0,4980210000.0
random_copy_19_9,0,2400000000,1008000,4903990000.0,4389500000.0,527,173069000.0,38380300.0,142.0,142.0,4984660000.0,4984660000.0
random_copy_19_9,0,2400000000,1200000,6033750000.0,5372570000.0,772,211810000.0,49696100.0,120.0,120.0,4986780000.0,4986780000.0
random_copy_19_9,0,2400000000,1416000,6965000000.0,6167970000.0,685,243169000.0,57480700.0,185.0,185.0,4989190000.0,4989190000.0
random_copy_19_9,0,2400000000,1608000,8011560000.0,7116980000.0,623,280587000.0,63483500.0,126.0,126.0,4988540000.0,4988540000.0
random_copy_19_9,0,2400000000,1800000,8995090000.0,8086090000.0,491,318774000.0,66612500.0,140.0,140.0,4990410000.0,4990410000.0
random_copy_19_9,1,534000000,408000,1965640000.0,3666550000.0,129,144790000.0,1686.0,827.0,827.0,4980200000.0,4980200000.0
random_copy_19_9,1,534000000,600000,2948160000.0,4933200000.0,51,194739000.0,1448.0,745.0,743.0,4974790000.0,4974790000.0
random_copy_19_9,1,534000000,816000,3854270000.0,6645740000.0,128,262296000.0,6601.0,852.0,852.0,4984410000.0,4984410000.0
random_copy_19_9,1,534000000,1008000,4790970000.0,8953500000.0,53,353582000.0,247766.0,825.0,825.0,4977650000.0,4977650000.0
random_copy_19_9,1,534000000,1200000,5717140000.0,10721600000.0,134,423418000.0,1936.0,1279.0,1279.0,4977870000.0,4977870000.0
random_copy_19_9,1,534000000,1416000,6934280000.0,13121900000.0,55,518208000.0,1221.0,811.0,811.0,4985330000.0,4985330000.0
random_copy_19_9,1,534000000,1608000,8031510000.0,16793100000.0,131,663189000.0,3574.0,870.0,870.0,4986400000.0,4986400000.0
random_copy_19_9,1,534000000,1800000,9099920000.0,16980200000.0,61,670279000.0,1709.0,862.0,862.0,4991040000.0,4991040000.0
random_copy_19_9,1,534000000,2016000,10004300000.0,18687000000.0,59,737556000.0,4425.0,840.0,840.0,4990380000.0,4990380000.0
random_copy_19_9,1,534000000,2208000,11101900000.0,18530800000.0,141,731821000.0,2912.0,838.0,838.0,4984350000.0,4984350000.0
random_copy_19_9,1,534000000,2352000,11591700000.0,19033900000.0,56,751318000.0,1331.0,992.0,992.0,4990750000.0,4990750000.0
random_copy_19_9,1,1320000000,408000,1968230000.0,3253630000.0,60,128462000.0,7318.0,568.0,568.0,4986940000.0,4986940000.0
random_copy_19_9,1,1320000000,600000,2954160000.0,5683970000.0,124,224442000.0,3899.0,728.0,728.0,4984940000.0,4984940000.0
random_copy_19_9,1,1320000000,816000,3857830000.0,7199330000.0,55,284319000.0,661.0,595.0,595.0,4988630000.0,4988630000.0
random_copy_19_9,1,1320000000,1008000,4789760000.0,8564690000.0,126,338238000.0,3097.0,952.0,952.0,4976490000.0,4976490000.0
random_copy_19_9,1,1320000000,1200000,5717750000.0,10773000000.0,57,425450000.0,7306.0,812.0,812.0,4978950000.0,4978950000.0
random_copy_19_9,1,1320000000,1416000,6938880000.0,13101600000.0,63,517409000.0,1612.0,724.0,724.0,4989160000.0,4989160000.0
random_copy_19_9,1,1320000000,1608000,8032970000.0,14116200000.0,131,557481000.0,3057.0,735.0,735.0,4987910000.0,4987910000.0
