benchmark,cluster,ddrfreq,cpufreq,inst_retired,cpu_cycles,l1d_cache_refill,l2d_cache_rd,l2d_cache_refill,l3d_cache_rd,l3d_cache_refill,time_run,time_enabled
random_copy_21_15,1,534000000,2208000,4364360000.0,11066400000.0,174091000.0,245021000.0,170641000.0,171207000.0,41575700.0,4984440000.0,4984440000.0
random_copy_21_15,1,534000000,2352000,4391460000.0,11540800000.0,175178000.0,246532000.0,171781000.0,172340000.0,41219500.0,4987050000.0,4987050000.0
random_copy_21_15,1,1320000000,408000,2300780000.0,1963790000.0,91777500.0,129225000.0,90122400.0,90162000.0,21982800.0,4990500000.0,4990500000.0
random_copy_21_15,1,1320000000,600000,2949060000.0,2933080000.0,117638000.0,165608000.0,115369000.0,115450000.0,27746600.0,4966560000.0,4966560000.0
random_copy_21_15,1,1320000000,816000,3741820000.0,3833170000.0,149260000.0,210090000.0,146477000.0,146565000.0,34994600.0,4969180000.0,4969180000.0
random_copy_21_15,1,1320000000,1008000,4365960000.0,4788010000.0,174161000.0,245125000.0,170827000.0,170937000.0,39829000.0,4986450000.0,4986450000.0
random_copy_21_15,1,1320000000,1200000,4880390000.0,5710850000.0,194685000.0,273997000.0,191126000.0,191236000.0,45493000.0,4984700000.0,4984700000.0
random_copy_21_15,1,1320000000,1416000,5548000000.0,6917580000.0,221316000.0,311454000.0,217639000.0,217808000.0,50002300.0,4984160000.0,4984160000.0
random_copy_21_15,1,1320000000,1608000,5880780000.0,8007140000.0,234584000.0,330142000.0,230043000.0,230254000.0,52337900.0,4985030000.0,4985030000.0
random_copy_21_15,1,1320000000,1800000,6289610000.0,9058560000.0,250891000.0,353085000.0,247190000.0,247494000.0,56695000.0,4985880000.0,4985880000.0
random_copy_21_15,1,1320000000,2016000,6526850000.0,9960900000.0,260358000.0,366431000.0,255641000.0,255888000.0,57331000.0,4986140000.0,4986140000.0
random_copy_21_15,1,1320000000,2208000,6834410000.0,11072500000.0,272625000.0,383640000.0,269285000.0,269485000.0,62492800.0,4987780000.0,4987780000.0
random_copy_21_15,1,1320000000,2352000,6884790000.0,11538600000.0,274629000.0,386479000.0,269851000.0,270272000.0,61857200.0,4986740000.0,4986740000.0
random_copy_21_15,1,1968000000,408000,2231070000.0,1960400000.0,88994700.0,125329000.0,87405100.0,87464600.0,21639300.0,4983530000.0,4983530000.0
random_copy_21_15,1,1968000000,600000,3020570000.0,2947660000.0,120488000.0,169633000.0,118313000.0,118389000.0,28409400.0,4988500000.0,4988500000.0
random_copy_21_15,1,1968000000,816000,3343560000.0,3828090000.0,133376000.0,187749000.0,130841000.0,130922000.0,37527500.0,4968550000.0,4968550000.0
random_copy_21_15,1,1968000000,1008000,4295560000.0,4778910000.0,171349000.0,241189000.0,168361000.0,168474000.0,38291900.0,4977330000.0,4977330000.0
random_copy_21_15,1,1968000000,1200000,4659530000.0,5709980000.0,185877000.0,261642000.0,182467000.0,182595000.0,42399300.0,4984900000.0,4984900000.0
random_copy_21_15,1,1968000000,1416000,4802520000.0,6909730000.0,191591000.0,269665000.0,188233000.0,188353000.0,54111200.0,4984020000.0,4984020000.0
random_copy_21_15,1,1968000000,1608000,5538320000.0,8009310000.0,220929000.0,310950000.0,216691000.0,216888000.0,49120500.0,4986820000.0,4986820000.0
random_copy_21_15,1,1968000000,1800000,5959960000.0,9055770000.0,237744000.0,334606000.0,233419000.0,233569000.0,51353800.0,4985990000.0,4985990000.0
random_copy_21_15,1,1968000000,2016000,5633840000.0,9943680000.0,224740000.0,316323000.0,220296000.0,220622000.0,62234500.0,4986590000.0,4986590000.0
random_copy_21_15,1,1968000000,2208000,6487090000.0,11066100000.0,258770000.0,364146000.0,253882000.0,254378000.0,58630200.0,4986650000.0,4986650000.0
random_copy_21_15,1,1968000000,2352000,6505110000.0,11532700000.0,259491000.0,365129000.0,254919000.0,255423000.0,58816400.0,4986280000.0,4986280000.0
random_copy_21_15,1,2400000000,408000,2376880000.0,1965350000.0,94814700.0,133491000.0,93153600.0,93215400.0,22761900.0,4993330000.0,4993330000.0
random_copy_21_15,1,2400000000,600000,2992240000.0,2942070000.0,119364000.0,168037000.0,117234000.0,117313000.0,33641200.0,4985420000.0,4985420000.0
random_copy_21_15,1,2400000000,816000,3772820000.0,3841460000.0,150501000.0,211848000.0,147753000.0,147838000.0,42364000.0,4983770000.0,4983770000.0
random_copy_21_15,1,2400000000,1008000,4476170000.0,4785160000.0,178558000.0,251347000.0,175634000.0,175754000.0,40259200.0,4982650000.0,4982650000.0
random_copy_21_15,1,2400000000,1200000,4886970000.0,5709640000.0,194950000.0,274393000.0,191949000.0,192082000.0,45526600.0,4984310000.0,4984310000.0
random_copy_21_15,1,2400000000,1416000,5206450000.0,6899890000.0,207696000.0,292351000.0,204000000.0,204185000.0,58225000.0,4977230000.0,4977230000.0
random_copy_21_15,1,2400000000,1608000,5436630000.0,8000950000.0,216873000.0,305225000.0,212873000.0,213113000.0,61078300.0,4986320000.0,4986320000.0
random_copy_21_15,1,2400000000,1800000,5749230000.0,9051970000.0,229335000.0,322686000.0,225556000.0,225849000.0,65469800.0,4986640000.0,4986640000.0
random_copy_21_15,1,2400000000,2016000,6113800000.0,9949820000.0,243883000.0,343206000.0,238935000.0,239245000.0,67480100.0,4987690000.0,4987690000.0
random_copy_21_15,1,2400000000,2208000,6858790000.0,11039700000.0,273610000.0,385062000.0,270242000.0,270631000.0,62901800.0,4976230000.0,4976230000.0
random_copy_21_15,1,2400000000,2352000,6365890000.0,11502400000.0,253933000.0,357381000.0,249079000.0,249492000.0,73698400.0,4976010000.0,4976010000.0
random_copy_15_6,0,534000000,408000,1969010000.0,1959180000.0,64853100.0,65606200.0,1108340.0,1108340.0,12512.0,4994340000.0,4994340000.0
random_copy_15_6,0,534000000,600000,2972620000.0,2941080000.0,97672400.0,98901200.0,234095.0,234094.0,12100.0,4983990000.0,4983990000.0
random_copy_15_6,0,534000000,816000,3918150000.0,3938370000.0,128606000.0,130216000.0,5711680.0,5711680.0,14565.0,4979840000.0,4979840000.0
random_copy_15_6,0,534000000,1008000,4911260000.0,4903160000.0,161247000.0,163359000.0,4445390.0,4445390.0,13631.0,4979990000.0,4979990000.0
random_copy_15_6,0,534000000,1200000,6042620000.0,6022820000.0,198462000.0,200904000.0,3820650.0,3820640.0,9759.0,4974470000.0,4974470000.0
random_copy_15_6,0,534000000,1416000,7045110000.0,6969820000.0,231212000.0,234283000.0,516997.0,516997.0,8434.0,4990050000.0,4990050000.0
random_copy_15_6,0,534000000,1608000,8119210000.0,8031000000.0,266545000.0,269966000.0,350664.0,350661.0,8790.0,4999920000.0,4999920000.0
random_copy_15_6,0,534000000,1800000,9008680000.0,8991310000.0,294791000.0,298517000.0,7973930.0,7973930.0,12371.0,4988650000.0,4988650000.0
random_copy_15_6,0,1320000000,408000,1965550000.0,1952820000.0,64848300.0,65634800.0,979712.0,979709.0,10374.0,4978220000.0,4978220000.0
random_copy_15_6,0,1320000000,600000,2957260000.0,2940700000.0,97066300.0,98255200.0,1535050.0,1535050.0,10348.0,4982600000.0,4982600000.0
random_copy_15_6,0,1320000000,816000,3950410000.0,3943530000.0,129668000.0,131261000.0,3392110.0,3392110.0,11337.0,4988370000.0,4988370000.0
random_copy_15_6,0,1320000000,1008000,4948540000.0,4904230000.0,162553000.0,164559000.0,378028.0,378028.0,13203.0,4981160000.0,4981160000.0
random_copy_15_6,0,1320000000,1200000,6104760000.0,6038560000.0,200465000.0,202987000.0,256649.0,256648.0,10034.0,4988470000.0,4988470000.0
random_copy_15_6,0,1320000000,1416000,7024990000.0,6951910000.0,230396000.0,233194000.0,654582.0,654580.0,12513.0,4978110000.0,4978110000.0
random_copy_15_6,0,1320000000,1608000,8070140000.0,8027140000.0,265041000.0,268180000.0,4381570.0,4381570.0,9901.0,4998140000.0,4998140000.0
random_copy_15_6,0,1320000000,1800000,9064230000.0,8990390000.0,297703000.0,301200000.0,2736320.0,2736320.0,14523.0,4989400000.0,4989400000.0
random_copy_15_6,0,1968000000,408000,1939000000.0,1948990000.0,63733500.0,64530400.0,2806090.0,2806080.0,8034.0,4968880000.0,4968880000.0
random_copy_15_6,0,1968000000,600000,2969170000.0,2937760000.0,97439800.0,98634000.0,219470.0,219470.0,10208.0,4977310000.0,4977310000.0
random_copy_15_6,0,1968000000,816000,3972430000.0,3929960000.0,130521000.0,132123000.0,181853.0,181853.0,9331.0,4969580000.0,4969580000.0
random_copy_15_6,0,1968000000,1008000,4870390000.0,4903710000.0,159981000.0,161975000.0,7747900.0,7747900.0,10164.0,4980450000.0,4980450000.0
random_copy_15_6,0,1968000000,1200000,5992760000.0,6033320000.0,196835000.0,199232000.0,10625600.0,10625600.0,15807.0,4984580000.0,4984580000.0
random_copy_15_6,0,1968000000,1416000,6996360000.0,6953480000.0,229022000.0,231762000.0,3418870.0,3418870.0,13175.0,4979620000.0,4979620000.0
random_copy_15_6,0,1968000000,1608000,8074790000.0,7996760000.0,264830000.0,268015000.0,1297890.0,1297890.0,12563.0,4979560000.0,4979560000.0
random_copy_15_6,0,1968000000,1800000,9080110000.0,8990960000.0,298069000.0,301856000.0,1374080.0,1374080.0,8176.0,4988780000.0,4988780000.0
random_copy_15_6,0,2400000000,408000,1945520000.0,1952700000.0,63738200.0,64539600.0,2755680.0,2755680.0,8085.0,4977560000.0,4977560000.0
random_copy_15_6,0,2400000000,600000,2973950000.0,2941820000.0,97711600.0,98923300.0,192059.0,192056.0,7445.0,4985440000.0,4985440000.0
random_copy_15_6,0,2400000000,816000,3984800000.0,3940140000.0,130038000.0,131724000.0,201537.0,201536.0,7750.0,4982950000.0,4982950000.0
random_copy_15_6,0,2400000000,1008000,4966610000.0,4918780000.0,162056000.0,164155000.0,990815.0,990815.0,9095.0,4996790000.0,4996790000.0
random_copy_15_6,0,2400000000,1200000,6062540000.0,6035040000.0,199081000.0,201560000.0,3826920.0,3826910.0,9170.0,4985560000.0,4985560000.0
random_copy_15_6,0,2400000000,1416000,6938700000.0,6957500000.0,228948000.0,232029000.0,8185930.0,8185920.0,7799.0,4982370000.0,4982370000.0
random_copy_15_6,0,2400000000,1608000,8050730000.0,8008600000.0,264278000.0,267661000.0,4174150.0,4174150.0,9328.0,4987190000.0,4987190000.0
random_copy_15_6,0,2400000000,1800000,8997360000.0,8984190000.0,295050000.0,298615000.0,7921380.0,7921370.0,7351.0,4985210000.0,4985210000.0
random_copy_15_6,1,534000000,408000,3542280000.0,1968300000.0,107957000.0,155778000.0,109.0,2078.0,851.0,4987190000.0,4987190000.0
random_copy_15_6,1,534000000,600000,6071180000.0,2957440000.0,185900000.0,267980000.0,182.0,2115.0,914.0,4990270000.0,4990270000.0
random_copy_15_6,1,534000000,816000,6932020000.0,3856500000.0,211169000.0,304895000.0,100.0,1613.0,1062.0,4985620000.0,4985620000.0
random_copy_15_6,1,534000000,1008000,9553630000.0,4813100000.0,291757000.0,421716000.0,141.0,1958.0,1090.0,5000030000.0,5000030000.0
random_copy_15_6,1,534000000,1200000,11588400000.0,5718150000.0,352936000.0,509699000.0,4877.0,8865.0,1490.0,4978140000.0,4978140000.0
random_copy_15_6,1,534000000,1416000,14201800000.0,6929360000.0,432603000.0,624589000.0,191.0,2127.0,1084.0,4980870000.0,4980870000.0
random_copy_15_6,1,534000000,1608000,17103000000.0,8031500000.0,520881000.0,752255000.0,146.0,1223.0,873.0,4987290000.0,4987290000.0
random_copy_15_6,1,534000000,1800000,16461800000.0,9081280000.0,501343000.0,724069000.0,292.0,2762.0,1364.0,4982600000.0,4982600000.0
random_copy_15_6,1,534000000,2016000,18285600000.0,9988870000.0,556901000.0,804180000.0,238.0,1782.0,1018.0,4985740000.0,4985740000.0
random_copy_15_6,1,534000000,2208000,21937300000.0,11098800000.0,668202000.0,964860000.0,292.0,1944.0,1253.0,4988260000.0,4988260000.0
random_copy_15_6,1,534000000,2352000,20685900000.0,11550200000.0,630065000.0,909842000.0,128.0,1369.0,987.0,4978640000.0,4978640000.0
random_copy_15_6,1,1320000000,408000,3579850000.0,1968900000.0,109396000.0,157970000.0,155.0,2303.0,1156.0,4988620000.0,4988620000.0
random_copy_15_6,1,1320000000,600000,6006900000.0,2950120000.0,183058000.0,264086000.0,468.0,3415.0,1264.0,4978210000.0,4978210000.0
random_copy_15_6,1,1320000000,816000,8088400000.0,3849620000.0,246373000.0,355712000.0,856.0,4794.0,1498.0,4976480000.0,4976480000.0
random_copy_15_6,1,1320000000,1008000,9774650000.0,4798480000.0,297753000.0,429863000.0,334.0,3531.0,1463.0,4983750000.0,4983750000.0
random_copy_15_6,1,1320000000,1200000,11717800000.0,5728940000.0,357838000.0,517182000.0,141.0,1645.0,965.0,4987640000.0,4987640000.0
random_copy_15_6,1,1320000000,1416000,12473600000.0,6958300000.0,379946000.0,548627000.0,133.0,1593.0,868.0,5000760000.0,5000760000.0
random_copy_15_6,1,1320000000,1608000,16385900000.0,8055560000.0,499040000.0,720711000.0,114.0,1393.0,771.0,5001470000.0,5001470000.0
random_copy_15_6,1,1320000000,1800000,18382500000.0,9093600000.0,559813000.0,808542000.0,349.0,2043.0,922.0,4990850000.0,4990850000.0
random_copy_15_6,1,1320000000,2016000,21105100000.0,9979540000.0,642895000.0,925787000.0,1219.0,4550.0,2668.0,4983630000.0,4983630000.0
random_copy_15_6,1,1320000000,2208000,22430100000.0,11052600000.0,685687000.0,984828000.0,1958.0,5595.0,1275.0,4970040000.0,4970040000.0
random_copy_15_6,1,1320000000,2352000,23158300000.0,11557400000.0,707109000.0,1022170000.0,2971.0,10258.0,2952.0,4984520000.0,4984520000.0
random_copy_15_6,1,1968000000,408000,4272780000.0,1968680000.0,130245000.0,187825000.0,133.0,1990.0,1010.0,4987960000.0,4987960000.0
random_copy_15_6,1,1968000000,600000,5830110000.0,2962690000.0,177611000.0,256407000.0,362.0,2446.0,1152.0,4999330000.0,4999330000.0
random_copy_15_6,1,1968000000,816000,8124110000.0,3850360000.0,247550000.0,357204000.0,1417020.0,1781450.0,1725.0,4977710000.0,4977710000.0
random_copy_15_6,1,1968000000,1008000,9807330000.0,4795230000.0,298379000.0,431057000.0,324.0,2493.0,1236.0,4980360000.0,4980360000.0
random_copy_15_6,1,1968000000,1200000,11164000000.0,5730700000.0,340895000.0,492792000.0,564.0,3191.0,1022.0,4988120000.0,4988120000.0
random_copy_15_6,1,1968000000,1416000,14139600000.0,6923870000.0,431728000.0,624141000.0,1090.0,4184.0,2488.0,4975570000.0,4975570000.0
random_copy_15_6,1,1968000000,1608000,16575500000.0,8032360000.0,504838000.0,729067000.0,275.0,2358.0,1097.0,4987100000.0,4987100000.0
random_copy_15_6,1,1968000000,1800000,18787800000.0,9065910000.0,572179000.0,826373000.0,682.0,3747.0,1318.0,4976410000.0,4976410000.0
random_copy_15_6,1,1968000000,2016000,19592300000.0,9985040000.0,596675000.0,861759000.0,187.0,2029.0,1024.0,4986480000.0,4986480000.0
random_copy_15_6,1,1968000000,2208000,19945200000.0,11067300000.0,609063000.0,880399000.0,245.0,2361.0,1115.0,4976520000.0,4976520000.0
random_copy_15_6,1,1968000000,2352000,22684100000.0,11597300000.0,690843000.0,997715000.0,196.0,2404.0,1183.0,5002190000.0,5002190000.0
random_copy_15_6,1,2400000000,408000,3585490000.0,1972040000.0,109251000.0,157697000.0,896.0,4353.0,2269.0,4996900000.0,4996900000.0
random_copy_15_6,1,2400000000,600000,5590490000.0,2940560000.0,170312000.0,245888000.0,152.0,1652.0,797.0,4962000000.0,4962000000.0
random_copy_15_6,1,2400000000,816000,7896440000.0,3867820000.0,240528000.0,347308000.0,167.0,1884.0,843.0,4999930000.0,4999930000.0
random_copy_15_6,1,2400000000,1008000,10273900000.0,4789920000.0,312952000.0,451846000.0,297.0,3024.0,1317.0,4975420000.0,4975420000.0
random_copy_15_6,1,2400000000,1200000,10328100000.0,5745000000.0,314660000.0,454237000.0,1894.0,6618.0,1625.0,5001380000.0,5001380000.0
random_copy_15_6,1,2400000000,1416000,12386400000.0,6929250000.0,377283000.0,544817000.0,1411.0,5629.0,1489.0,4980620000.0,4980620000.0
random_copy_15_6,1,2400000000,1608000,16510300000.0,8031540000.0,502861000.0,726121000.0,608.0,3517.0,1086.0,4988250000.0,4988250000.0
random_copy_15_6,1,2400000000,1800000,17710600000.0,9064410000.0,539370000.0,778991000.0,534.0,2639.0,1012.0,4975480000.0,4975480000.0
random_copy_15_6,1,2400000000,2016000,17911300000.0,9960900000.0,546968000.0,790616000.0,210.0,2176.0,985.0,4974940000.0,4974940000.0
random_copy_15_6,1,2400000000,2208000,21273600000.0,11096300000.0,647875000.0,935718000.0,534.0,3659.0,1323.0,4991410000.0,4991410000.0
random_copy_15_6,1,2400000000,2352000,20811200000.0,11554000000.0,635519000.0,918577000.0,229.0,2321.0,1124.0,4985230000.0,4985230000.0
random_copy_28_6,0,534000000,408000,190376000.0,498781000.0,6604400.0,7628730.0,3355890.0,3355890.0,2832580.0,4986070000.0,4986070000.0
random_copy_28_6,0,534000000,600000,440529000.0,1656490000.0,16483100.0,19442500.0,15628600.0,15628600.0,15121100.0,4974650000.0,4974650000.0
random_copy_28_6,0,534000000,816000,587209000.0,2833100000.0,22614200.0,25290000.0,21998000.0,21998000.0,21520900.0,4977000000.0,4977000000.0
random_copy_28_6,0,534000000,1008000,678196000.0,3965020000.0,26306200.0,28491100.0,25798700.0,25798700.0,25550900.0,4973590000.0,4973590000.0
random_copy_28_6,0,534000000,1200000,772656000.0,5219840000.0,30236100.0,33992800.0,31603100.0,31603100.0,31197300.0,4970920000.0,4970920000.0
random_copy_28_6,0,534000000,1416000,813597000.0,6223090000.0,32089500.0,34821800.0,32700600.0,32700600.0,32338100.0,4970880000.0,4970880000.0
random_copy_28_6,0,534000000,1608000,881486000.0,7355650000.0,34496000.0,38789700.0,36883000.0,36883000.0,36687900.0,4981300000.0,4981300000.0
random_copy_28_6,0,534000000,1800000,897600000.0,8390120000.0,35284400.0,37719700.0,36160200.0,36160200.0,35962200.0,4978840000.0,4978840000.0
random_copy_28_6,0,1320000000,408000,238739000.0,512331000.0,8456860.0,9621510.0,5458550.0,5458550.0,4947760.0,4980750000.0,4980750000.0
random_copy_28_6,0,1320000000,600000,609123000.0,1677720000.0,23090100.0,26536700.0,22750200.0,22750200.0,22233300.0,4939650000.0,4939650000.0
random_copy_28_6,0,1320000000,816000,873617000.0,2858820000.0,34031200.0,36975600.0,33617700.0,33617700.0,33121400.0,4972730000.0,4972730000.0
random_copy_28_6,0,1320000000,1008000,1086870000.0,3989640000.0,42593900.0,45601500.0,42772200.0,42772200.0,42481700.0,4955890000.0,4955890000.0
random_copy_28_6,0,1320000000,1200000,1291550000.0,5283750000.0,50395100.0,54750300.0,52395400.0,52395400.0,52138300.0,4986180000.0,4986180000.0
random_copy_28_6,0,1320000000,1416000,1398520000.0,6309440000.0,54721600.0,58970500.0,56833600.0,56833600.0,56566600.0,4986310000.0,4986310000.0
random_copy_28_6,0,1320000000,1608000,1526070000.0,7475440000.0,59475800.0,65070600.0,63201800.0,63201800.0,62944100.0,4987640000.0,4987640000.0
random_copy_28_6,0,1320000000,1800000,1583990000.0,8519030000.0,62273200.0,66776600.0,65056900.0,65056900.0,64817100.0,4977040000.0,4977040000.0
random_copy_28_6,0,1968000000,408000,233179000.0,517098000.0,8078550.0,9310410.0,4952480.0,4952480.0,4721570.0,4929350000.0,4929350000.0
random_copy_28_6,0,1968000000,600000,574962000.0,1676370000.0,21856800.0,23788300.0,19950000.0,19950000.0,19694600.0,4919000000.0,4919000000.0
random_copy_28_6,0,1968000000,816000,832793000.0,2851040000.0,32583100.0,34907100.0,31271800.0,31271800.0,31000800.0,4976070000.0,4976070000.0
random_copy_28_6,0,1968000000,1008000,1020270000.0,3988000000.0,39842200.0,42879500.0,39995100.0,39995100.0,39712800.0,4968890000.0,4968890000.0
random_copy_28_6,0,1968000000,1200000,1179520000.0,5268670000.0,46297200.0,50484300.0,48060200.0,48060200.0,47617100.0,4985130000.0,4985130000.0
random_copy_28_6,0,1968000000,1416000,1306450000.0,6292150000.0,50922900.0,58685800.0,56423700.0,56423700.0,56025600.0,4976020000.0,4976020000.0
random_copy_28_6,0,1968000000,1608000,1373290000.0,7433950000.0,54059800.0,59300600.0,57291000.0,57291000.0,56936200.0,4977990000.0,4977990000.0
random_copy_28_6,0,1968000000,1800000,1462900000.0,8499860000.0,57256200.0,63439600.0,61733400.0,61733400.0,61401100.0,4985300000.0,4985300000.0
random_copy_28_6,0,2400000000,408000,238680000.0,513672000.0,8268420.0,9383840.0,5088700.0,5088700.0,4857180.0,4973940000.0,4973940000.0
random_copy_28_6,0,2400000000,600000,609497000.0,1679810000.0,23132900.0,26033600.0,22213700.0,22213700.0,21682500.0,4979930000.0,4979930000.0
random_copy_28_6,0,2400000000,816000,883098000.0,2861900000.0,34482800.0,37300800.0,33847300.0,33847300.0,33339600.0,4984360000.0,4984360000.0
random_copy_28_6,0,2400000000,1008000,1099270000.0,3992740000.0,42940200.0,47617200.0,44757100.0,44757100.0,44272100.0,4978660000.0,4978660000.0
random_copy_28_6,0,2400000000,1200000,1292730000.0,5277790000.0,50750100.0,55582600.0,53103000.0,53103000.0,52664300.0,4978120000.0,4978120000.0
random_copy_28_6,0,2400000000,1416000,1428980000.0,6308660000.0,55624000.0,62683700.0,60614400.0,60614400.0,60204800.0,4982760000.0,4982760000.0
random_copy_28_6,0,2400000000,1608000,1521370000.0,7455180000.0,59683400.0,65261000.0,63403000.0,63403000.0,63042300.0,4975220000.0,4975220000.0
random_copy_28_6,0,2400000000,1800000,1627550000.0,8518720000.0,63696000.0,72007400.0,70227500.0,70227500.0,69900600.0,4977470000.0,4977470000.0
random_copy_28_6,1,534000000,408000,1353520000.0,1463060000.0,51740900.0,77628100.0,56136100.0,85960700.0,85574500.0,4978510000.0,4978510000.0
random_copy_28_6,1,534000000,600000,1919880000.0,2586060000.0,74071400.0,111441000.0,82732800.0,126187000.0,125725000.0,4978500000.0,4978500000.0
random_copy_28_6,1,534000000,816000,2178050000.0,3541250000.0,84172600.0,126855000.0,94955300.0,144424000.0,143878000.0,4983720000.0,4983720000.0
random_copy_28_6,1,534000000,1008000,2468760000.0,4560200000.0,95650800.0,143799000.0,108540000.0,165944000.0,165423000.0,4989000000.0,4989000000.0
random_copy_28_6,1,534000000,1200000,2516180000.0,5569140000.0,97781600.0,146677000.0,111101000.0,170511000.0,170065000.0,4986870000.0,4986870000.0
random_copy_28_6,1,534000000,1416000,2777480000.0,6866010000.0,108106000.0,161210000.0,123730000.0,185850000.0,185446000.0,4984930000.0,4984930000.0
random_copy_28_6,1,534000000,1608000,2791090000.0,8001950000.0,108807000.0,162108000.0,124716000.0,190354000.0,190021000.0,4969190000.0,4969190000.0
random_copy_28_6,1,534000000,1800000,2913730000.0,9026570000.0,113430000.0,170108000.0,130592000.0,195460000.0,195067000.0,4973390000.0,4973390000.0
random_copy_28_6,1,534000000,2016000,2959360000.0,9940880000.0,115176000.0,172742000.0,132685000.0,198510000.0,198101000.0,4985120000.0,4985120000.0
random_copy_28_6,1,534000000,2208000,2996650000.0,11085200000.0,116891000.0,173869000.0,134513000.0,200787000.0,200413000.0,4989190000.0,4989190000.0
random_copy_28_6,1,534000000,2352000,3036890000.0,11531200000.0,118312000.0,177118000.0,136453000.0,203507000.0,203093000.0,4988260000.0,4988260000.0
random_copy_28_6,1,1320000000,408000,1835280000.0,1515430000.0,70364700.0,106008000.0,77327300.0,118777000.0,118324000.0,4962590000.0,4962590000.0
random_copy_28_6,1,1320000000,600000,2638180000.0,2672820000.0,101562000.0,153361000.0,114422000.0,174934000.0,174474000.0,4977270000.0,4977270000.0
random_copy_28_6,1,1320000000,816000,3196110000.0,3636320000.0,123181000.0,186126000.0,140251000.0,216487000.0,216026000.0,4973430000.0,4973430000.0
random_copy_28_6,1,1320000000,1008000,4131260000.0,4721520000.0,159322000.0,241171000.0,182187000.0,277178000.0,276623000.0,4977710000.0,4977710000.0
random_copy_28_6,1,1320000000,1200000,4388160000.0,5720770000.0,169607000.0,256316000.0,194177000.0,294925000.0,294338000.0,4987220000.0,4987220000.0
random_copy_28_6,1,1320000000,1416000,4715200000.0,6936070000.0,182242000.0,273941000.0,209363000.0,321822000.0,321209000.0,4985190000.0,4985190000.0
random_copy_28_6,1,1320000000,1608000,5027080000.0,8006350000.0,194631000.0,293606000.0,223512000.0,337539000.0,336865000.0,4974510000.0,4974510000.0
random_copy_28_6,1,1320000000,1800000,5277640000.0,9076000000.0,204355000.0,306684000.0,234802000.0,354318000.0,353596000.0,4988740000.0,4988740000.0
random_copy_28_6,1,1320000000,2016000,5357560000.0,9960540000.0,207732000.0,312957000.0,238683000.0,359519000.0,358799000.0,4984460000.0,4984460000.0
random_copy_28_6,1,1320000000,2208000,5544960000.0,11054700000.0,215245000.0,323916000.0,247286000.0,371954000.0,371193000.0,4988560000.0,4988560000.0
random_copy_28_6,1,1320000000,2352000,5534070000.0,11520900000.0,214882000.0,323282000.0,246664000.0,371200000.0,370450000.0,4987160000.0,4987160000.0
random_copy_28_6,1,1968000000,408000,1771920000.0,1503790000.0,67797100.0,102511000.0,74976000.0,115309000.0,114846000.0,4886050000.0,4886050000.0
random_copy_28_6,1,1968000000,600000,2431760000.0,2592250000.0,93728300.0,141270000.0,105342000.0,160788000.0,160309000.0,4972080000.0,4972080000.0
random_copy_28_6,1,1968000000,816000,3144030000.0,3623560000.0,121099000.0,181872000.0,138036000.0,212778000.0,212355000.0,4952960000.0,4952960000.0
random_copy_28_6,1,1968000000,1008000,3950540000.0,4717810000.0,152526000.0,230537000.0,174308000.0,264829000.0,264267000.0,4987020000.0,4987020000.0
random_copy_28_6,1,1968000000,1200000,4273650000.0,5715890000.0,164823000.0,249628000.0,188932000.0,287613000.0,287041000.0,4984660000.0,4984660000.0
random_copy_28_6,1,1968000000,1416000,4480420000.0,6921030000.0,173473000.0,261707000.0,198603000.0,300860000.0,300255000.0,4984510000.0,4984510000.0
random_copy_28_6,1,1968000000,1608000,4772050000.0,8009820000.0,184693000.0,278765000.0,211850000.0,320426000.0,319797000.0,4976740000.0,4976740000.0
random_copy_28_6,1,1968000000,1800000,4980960000.0,9062160000.0,192734000.0,289455000.0,221357000.0,334409000.0,333739000.0,4982240000.0,4982240000.0
random_copy_28_6,1,1968000000,2016000,5013000000.0,9916370000.0,193821000.0,292797000.0,222904000.0,342480000.0,341894000.0,4972710000.0,4972710000.0
random_copy_28_6,1,1968000000,2208000,5301100000.0,11050400000.0,205095000.0,309675000.0,235572000.0,356513000.0,355766000.0,4988330000.0,4988330000.0
random_copy_28_6,1,1968000000,2352000,5319310000.0,11540400000.0,206229000.0,310729000.0,237122000.0,357021000.0,356291000.0,4990310000.0,4990310000.0
random_copy_28_6,1,2400000000,408000,1862580000.0,1515410000.0,71163600.0,107358000.0,78696700.0,120553000.0,120193000.0,4965970000.0,4965970000.0
random_copy_28_6,1,2400000000,600000,2528660000.0,2609860000.0,97359600.0,146976000.0,109520000.0,167379000.0,166863000.0,4980880000.0,4980880000.0
random_copy_28_6,1,2400000000,816000,3484740000.0,3693290000.0,134210000.0,203151000.0,153241000.0,236778000.0,236256000.0,4976850000.0,4976850000.0
random_copy_28_6,1,2400000000,1008000,4198850000.0,4724330000.0,161949000.0,245133000.0,185140000.0,281798000.0,281212000.0,4980980000.0,4980980000.0
random_copy_28_6,1,2400000000,1200000,4509380000.0,5723910000.0,174116000.0,261995000.0,199559000.0,303096000.0,302507000.0,4981050000.0,4981050000.0
random_copy_28_6,1,2400000000,1416000,4858120000.0,6925820000.0,187736000.0,282140000.0,215316000.0,331701000.0,330969000.0,4978640000.0,4978640000.0
