benchmark,cluster,ddrfreq,cpufreq,inst_retired,cpu_cycles,l1d_cache_refill,l2d_cache_rd,l2d_cache_refill,l3d_cache_rd,l3d_cache_refill,time_run,time_enabled
random_copy_24_5,0,1320000000,1200000,1844220000.0,6001020000.0,56718500.0,87289800.0,86470200.0,86470200.0,84439000.0,4974230000.0,4974230000.0
random_copy_24_5,0,1320000000,1416000,1957600000.0,6935120000.0,60151100.0,92839300.0,91855700.0,91855700.0,89734100.0,4988360000.0,4988360000.0
random_copy_24_5,0,1320000000,1608000,2045100000.0,7962060000.0,63384400.0,96056300.0,95311400.0,95311400.0,93079300.0,4980570000.0,4980570000.0
random_copy_24_5,0,1320000000,1800000,2124540000.0,8935470000.0,66023500.0,100223000.0,99379100.0,99379100.0,97090800.0,4984900000.0,4984900000.0
random_copy_24_5,0,1968000000,408000,999610000.0,1945990000.0,27951000.0,49959000.0,49480500.0,49480500.0,48634200.0,4975560000.0,4975560000.0
random_copy_24_5,0,1968000000,600000,1302060000.0,2928210000.0,36633900.0,65313900.0,64588500.0,64588500.0,63106100.0,4978640000.0,4978640000.0
random_copy_24_5,0,1968000000,816000,1502510000.0,3924330000.0,43275000.0,74039300.0,73336500.0,73336400.0,71641800.0,4977280000.0,4977280000.0
random_copy_24_5,0,1968000000,1008000,1595750000.0,4896860000.0,48587400.0,75909700.0,75109400.0,75109400.0,73381000.0,4986290000.0,4986290000.0
random_copy_24_5,0,1968000000,1200000,1736410000.0,6019080000.0,53217800.0,82342600.0,81522100.0,81522100.0,79644300.0,4987530000.0,4987530000.0
random_copy_24_5,0,1968000000,1416000,1823540000.0,6943320000.0,56433500.0,86145800.0,85248900.0,85248900.0,83297300.0,4988530000.0,4988530000.0
random_copy_24_5,0,1968000000,1608000,1911790000.0,7958780000.0,59167800.0,89847100.0,89151400.0,89151300.0,87081100.0,4977730000.0,4977730000.0
random_copy_24_5,0,1968000000,1800000,1982800000.0,8918010000.0,61635400.0,93324300.0,92367500.0,92367500.0,90215600.0,4979260000.0,4979260000.0
random_copy_24_5,0,2400000000,408000,1054020000.0,1951000000.0,29181700.0,52722300.0,52212900.0,52212900.0,51193500.0,4988190000.0,4988190000.0
random_copy_24_5,0,2400000000,600000,1348600000.0,2900220000.0,38119000.0,67378200.0,66696800.0,66696800.0,65167700.0,4932080000.0,4932080000.0
random_copy_24_5,0,2400000000,816000,1617180000.0,3919280000.0,46016100.0,80518600.0,79713200.0,79713200.0,77866900.0,4973080000.0,4973080000.0
random_copy_24_5,0,2400000000,1008000,1758290000.0,4894040000.0,52077900.0,85344300.0,84289000.0,84289000.0,82333800.0,4986300000.0,4986300000.0
random_copy_24_5,0,2400000000,1200000,1882560000.0,6015100000.0,57367000.0,89372200.0,88567500.0,88567500.0,86545000.0,4983300000.0,4983300000.0
random_copy_24_5,0,2400000000,1416000,1988810000.0,6932000000.0,60805900.0,94308200.0,93458800.0,93458800.0,91301300.0,4980440000.0,4980440000.0
random_copy_24_5,0,2400000000,1608000,2087940000.0,7956670000.0,64300700.0,98798200.0,97827800.0,97827700.0,95514100.0,4980980000.0,4980980000.0
random_copy_24_5,0,2400000000,1800000,2166940000.0,8927840000.0,67052100.0,101428000.0,100807000.0,100807000.0,98427400.0,4985580000.0,4985580000.0
random_copy_24_5,1,534000000,408000,2932400000.0,1965510000.0,98069800.0,148968000.0,75366100.0,203361000.0,198390000.0,4987580000.0,4987580000.0
random_copy_24_5,1,534000000,600000,3121790000.0,2943450000.0,105118000.0,158617000.0,88151400.0,215985000.0,210658000.0,4975210000.0,4975210000.0
random_copy_24_5,1,534000000,816000,3998720000.0,3851980000.0,135497000.0,203171000.0,122311000.0,277102000.0,270311000.0,4986450000.0,4986450000.0
random_copy_24_5,1,534000000,1008000,3805700000.0,4797590000.0,129516000.0,193351000.0,111919000.0,263404000.0,257235000.0,4986240000.0,4986240000.0
random_copy_24_5,1,534000000,1200000,3980790000.0,5714570000.0,135312000.0,202194000.0,119632000.0,275303000.0,269008000.0,4977580000.0,4977580000.0
random_copy_24_5,1,534000000,1416000,4188960000.0,6930210000.0,143097000.0,212696000.0,129761000.0,289805000.0,282904000.0,4986700000.0,4986700000.0
random_copy_24_5,1,534000000,1608000,4177440000.0,8005930000.0,142356000.0,211935000.0,130015000.0,288761000.0,281957000.0,4980380000.0,4980380000.0
random_copy_24_5,1,534000000,1800000,4234090000.0,9063310000.0,144268000.0,214579000.0,131780000.0,292665000.0,285326000.0,4987540000.0,4987540000.0
random_copy_24_5,1,534000000,2016000,4253730000.0,9939250000.0,144923000.0,215412000.0,132499000.0,293849000.0,286710000.0,4977100000.0,4977100000.0
random_copy_24_5,1,534000000,2208000,4251340000.0,11049100000.0,144549000.0,215023000.0,131590000.0,293483000.0,286332000.0,4981640000.0,4981640000.0
random_copy_24_5,1,534000000,2352000,4242250000.0,11529000000.0,144106000.0,214381000.0,130773000.0,292938000.0,286047000.0,4985890000.0,4985890000.0
random_copy_24_5,1,1320000000,408000,3196160000.0,1965370000.0,104344000.0,162388000.0,72418000.0,220428000.0,215044000.0,4984930000.0,4984930000.0
random_copy_24_5,1,1320000000,600000,4165540000.0,2949680000.0,138569000.0,211645000.0,101955000.0,288162000.0,281154000.0,4984750000.0,4984750000.0
random_copy_24_5,1,1320000000,816000,5925900000.0,3847450000.0,198438000.0,301098000.0,157739000.0,411006000.0,400249000.0,4979830000.0,4979830000.0
random_copy_24_5,1,1320000000,1008000,5959920000.0,4787910000.0,200053000.0,302831000.0,158425000.0,412441000.0,401849000.0,4979020000.0,4979020000.0
random_copy_24_5,1,1320000000,1200000,7399480000.0,5724100000.0,249358000.0,375992000.0,214153000.0,513096000.0,499223000.0,4988540000.0,4988540000.0
random_copy_24_5,1,1320000000,1416000,6908660000.0,6910750000.0,233419000.0,351032000.0,199078000.0,478081000.0,465830000.0,4974460000.0,4974460000.0
random_copy_24_5,1,1320000000,1608000,8096700000.0,8007900000.0,276146000.0,411390000.0,243386000.0,561217000.0,546464000.0,4983530000.0,4983530000.0
random_copy_24_5,1,1320000000,1800000,7608120000.0,9045050000.0,258470000.0,386561000.0,225982000.0,526531000.0,513311000.0,4980240000.0,4980240000.0
random_copy_24_5,1,1320000000,2016000,8740640000.0,9924500000.0,297457000.0,444122000.0,275996000.0,605794000.0,589954000.0,4978250000.0,4978250000.0
random_copy_24_5,1,1320000000,2208000,7931090000.0,11033600000.0,269968000.0,402910000.0,240129000.0,548905000.0,534917000.0,4981850000.0,4981850000.0
random_copy_24_5,1,1320000000,2352000,7995580000.0,11517400000.0,272163000.0,406151000.0,242591000.0,553362000.0,538936000.0,4989830000.0,4989830000.0
random_copy_24_5,1,1968000000,408000,3070750000.0,1962370000.0,101304000.0,156019000.0,70053200.0,212333000.0,207168000.0,4979170000.0,4979170000.0
random_copy_24_5,1,1968000000,600000,4732910000.0,2944330000.0,157773000.0,240477000.0,122975000.0,328277000.0,320001000.0,4977750000.0,4977750000.0
random_copy_24_5,1,1968000000,816000,5262870000.0,3849160000.0,176290000.0,267410000.0,133398000.0,364291000.0,354991000.0,4980000000.0,4980000000.0
random_copy_24_5,1,1968000000,1008000,6830850000.0,4786190000.0,229692000.0,347087000.0,188116000.0,473820000.0,461283000.0,4977590000.0,4977590000.0
random_copy_24_5,1,1968000000,1200000,6368150000.0,5720530000.0,214792000.0,323557000.0,181238000.0,440814000.0,429651000.0,4984920000.0,4984920000.0
random_copy_24_5,1,1968000000,1416000,7756630000.0,6924590000.0,262388000.0,394073000.0,234096000.0,537798000.0,523670000.0,4986080000.0,4986080000.0
random_copy_24_5,1,1968000000,1608000,7156210000.0,8010140000.0,242168000.0,363601000.0,211223000.0,495232000.0,482249000.0,4985280000.0,4985280000.0
random_copy_24_5,1,1968000000,1800000,7406570000.0,9034800000.0,251423000.0,376294000.0,222081000.0,512542000.0,499347000.0,4975850000.0,4975850000.0
random_copy_24_5,1,1968000000,2016000,7635970000.0,9943990000.0,259714000.0,387941000.0,231403000.0,528418000.0,514553000.0,4987390000.0,4987390000.0
random_copy_24_5,1,1968000000,2208000,7821560000.0,11009200000.0,266317000.0,397336000.0,239328000.0,541285000.0,527196000.0,4972180000.0,4972180000.0
random_copy_24_5,1,1968000000,2352000,7877710000.0,11490500000.0,268390000.0,400174000.0,242152000.0,545156000.0,531205000.0,4980450000.0,4980450000.0
random_copy_24_5,1,2400000000,408000,3654630000.0,1961210000.0,119733000.0,185672000.0,77799400.0,253517000.0,247230000.0,4976100000.0,4976100000.0
random_copy_24_5,1,2400000000,600000,4373960000.0,2945330000.0,145211000.0,222203000.0,108627000.0,302191000.0,294715000.0,4977110000.0,4977110000.0
random_copy_24_5,1,2400000000,816000,5239270000.0,3850890000.0,174076000.0,266210000.0,133725000.0,361887000.0,352292000.0,4981370000.0,4981370000.0
random_copy_24_5,1,2400000000,1008000,6267570000.0,4797200000.0,210198000.0,318458000.0,166268000.0,433808000.0,422606000.0,4986920000.0,4986920000.0
random_copy_24_5,1,2400000000,1200000,6806730000.0,5726010000.0,229255000.0,345858000.0,189008000.0,471210000.0,459064000.0,4988320000.0,4988320000.0
random_copy_24_5,1,2400000000,1416000,7599630000.0,6930600000.0,256339000.0,386144000.0,217390000.0,526030000.0,512779000.0,4987840000.0,4987840000.0
random_copy_24_5,1,2400000000,1608000,8594660000.0,8009560000.0,293228000.0,436702000.0,259847000.0,595851000.0,579905000.0,4986270000.0,4986270000.0
random_copy_24_5,1,2400000000,1800000,8166230000.0,9047820000.0,276475000.0,414921000.0,241843000.0,565270000.0,550395000.0,4984840000.0,4984840000.0
random_copy_24_5,1,2400000000,2016000,8430070000.0,9942520000.0,285883000.0,428318000.0,251616000.0,583415000.0,567862000.0,4987850000.0,4987850000.0
random_copy_24_5,1,2400000000,2208000,8651830000.0,11020900000.0,294166000.0,439546000.0,261493000.0,598634000.0,582843000.0,4980540000.0,4980540000.0
random_copy_24_5,1,2400000000,2352000,8721220000.0,11475800000.0,296779000.0,443059000.0,265048000.0,603522000.0,587877000.0,4976960000.0,4976960000.0
random_copy_28_23,0,534000000,408000,82509000.0,464529000.0,5512090.0,8144690.0,6289040.0,6289040.0,3667630.0,4940990000.0,4940990000.0
random_copy_28_23,0,534000000,600000,279388000.0,1620850000.0,18279800.0,25603000.0,21783600.0,21783600.0,11712700.0,4977700000.0,4977700000.0
random_copy_28_23,0,534000000,816000,421576000.0,2799550000.0,27302800.0,37928700.0,32951500.0,32951500.0,17794800.0,4981170000.0,4981170000.0
random_copy_28_23,0,534000000,1008000,518722000.0,3910320000.0,33676100.0,46599500.0,40639000.0,40639000.0,22008600.0,4976450000.0,4976450000.0
random_copy_28_23,0,534000000,1200000,603314000.0,5174660000.0,39209700.0,54210500.0,47298600.0,47298600.0,25643800.0,4901000000.0,4901000000.0
random_copy_28_23,0,534000000,1416000,655608000.0,6219420000.0,42601200.0,58764100.0,51426500.0,51426500.0,27952900.0,4946210000.0,4946210000.0
random_copy_28_23,0,534000000,1608000,706308000.0,7403360000.0,45780000.0,63129200.0,55404900.0,55404900.0,30128500.0,4969810000.0,4969810000.0
random_copy_28_23,0,534000000,1800000,744041000.0,8491580000.0,48276700.0,66548400.0,58392200.0,58392200.0,31738900.0,4983450000.0,4983450000.0
random_copy_28_23,0,1320000000,408000,116516000.0,496406000.0,7656380.0,11098000.0,8956410.0,8956410.0,5149860.0,4946240000.0,4946240000.0
random_copy_28_23,0,1320000000,600000,375945000.0,1665890000.0,24451000.0,34064500.0,29347600.0,29347600.0,15992400.0,4978480000.0,4978480000.0
random_copy_28_23,0,1320000000,816000,574118000.0,2839960000.0,37200200.0,51614500.0,44926800.0,44926800.0,25069100.0,4979370000.0,4979370000.0
random_copy_28_23,0,1320000000,1008000,743525000.0,3975110000.0,48266000.0,66603100.0,58251300.0,58251300.0,31867400.0,4958780000.0,4958780000.0
random_copy_28_23,0,1320000000,1200000,888908000.0,5269660000.0,57443800.0,79245000.0,69721100.0,69721100.0,38542200.0,4963310000.0,4963310000.0
random_copy_28_23,0,1320000000,1416000,1005310000.0,6339260000.0,65130100.0,89797200.0,78863400.0,78863300.0,42794000.0,4952950000.0,4952950000.0
random_copy_28_23,0,1320000000,1608000,1110530000.0,7538310000.0,71886500.0,98870200.0,87138100.0,87138100.0,47109600.0,4966070000.0,4966070000.0
random_copy_28_23,0,1320000000,1800000,1116080000.0,8581330000.0,72205000.0,99465100.0,87599800.0,87599800.0,50929200.0,4924870000.0,4924870000.0
random_copy_28_23,0,1968000000,408000,106192000.0,485258000.0,7022670.0,10291900.0,8181970.0,8181970.0,4852270.0,4905960000.0,4905960000.0
random_copy_28_23,0,1968000000,600000,359709000.0,1656770000.0,23395000.0,32699900.0,28072200.0,28072200.0,15233300.0,4979320000.0,4979320000.0
random_copy_28_23,0,1968000000,816000,555741000.0,2833250000.0,36011200.0,49971400.0,43484100.0,43484100.0,23662200.0,4977250000.0,4977250000.0
random_copy_28_23,0,1968000000,1008000,714740000.0,3959770000.0,46412000.0,64210100.0,56016100.0,56016100.0,29939500.0,4951330000.0,4951330000.0
random_copy_28_23,0,1968000000,1200000,844661000.0,5264880000.0,54863400.0,75818900.0,66250600.0,66250600.0,36066800.0,4970130000.0,4970130000.0
random_copy_28_23,0,1968000000,1416000,956448000.0,6337510000.0,62170700.0,85782000.0,75031000.0,75031000.0,39955400.0,4977390000.0,4977390000.0
random_copy_28_23,0,1968000000,1608000,1039010000.0,7511950000.0,67491100.0,93120100.0,81522700.0,81522700.0,43809800.0,4981730000.0,4981730000.0
random_copy_28_23,0,1968000000,1800000,1122900000.0,8606810000.0,72785400.0,100182000.0,88134300.0,88134300.0,46669300.0,4978090000.0,4978090000.0
random_copy_28_23,0,2400000000,408000,116049000.0,496640000.0,7568650.0,10927200.0,8919920.0,8919920.0,5084310.0,4978790000.0,4978790000.0
random_copy_28_23,0,2400000000,600000,378809000.0,1664730000.0,24560000.0,34264900.0,29609000.0,29609000.0,15945200.0,4977860000.0,4977860000.0
random_copy_28_23,0,2400000000,816000,584256000.0,2836550000.0,38091100.0,52842900.0,45771400.0,45771400.0,24806900.0,4983330000.0,4983330000.0
random_copy_28_23,0,2400000000,1008000,763243000.0,3965700000.0,49632200.0,68641900.0,59801400.0,59801400.0,31526400.0,4940930000.0,4940930000.0
random_copy_28_23,0,2400000000,1200000,920790000.0,5277310000.0,59619000.0,82329300.0,72200900.0,72200900.0,38216500.0,4981110000.0,4981110000.0
random_copy_28_23,0,2400000000,1416000,1028810000.0,6347940000.0,66476500.0,91530300.0,80688800.0,80688800.0,42694600.0,4976060000.0,4976060000.0
random_copy_28_23,0,2400000000,1608000,1131270000.0,7530320000.0,73310300.0,101031000.0,88772700.0,88772700.0,46984400.0,4967550000.0,4967550000.0
random_copy_28_23,0,2400000000,1800000,1201890000.0,8620080000.0,77843200.0,107039000.0,94318100.0,94318100.0,50447700.0,4970350000.0,4970350000.0
random_copy_28_23,1,534000000,408000,929700000.0,1476270000.0,37036900.0,75185100.0,69434200.0,69732400.0,38228400.0,4951230000.0,4951230000.0
random_copy_28_23,1,534000000,600000,1246520000.0,2559290000.0,49729100.0,100174000.0,93374400.0,93602400.0,51090300.0,4986950000.0,4986950000.0
random_copy_28_23,1,534000000,816000,1537460000.0,3568080000.0,61386400.0,123120000.0,115382000.0,115518000.0,62964400.0,4938180000.0,4938180000.0
random_copy_28_23,1,534000000,1008000,1804870000.0,4654710000.0,72126300.0,144338000.0,135559000.0,135648000.0,73991500.0,4985530000.0,4985530000.0
random_copy_28_23,1,534000000,1200000,1889140000.0,5596970000.0,75513700.0,151041000.0,141921000.0,141991000.0,77391700.0,4983670000.0,4983670000.0
random_copy_28_23,1,534000000,1416000,2043270000.0,6906620000.0,81714500.0,163267000.0,153557000.0,153575000.0,83815200.0,4983640000.0,4983640000.0
random_copy_28_23,1,534000000,1608000,2109860000.0,8011610000.0,84384500.0,168577000.0,158555000.0,158573000.0,86067800.0,4984650000.0,4984650000.0
random_copy_28_23,1,534000000,1800000,2208630000.0,9067050000.0,88335200.0,176466000.0,165998000.0,166007000.0,89750800.0,4987200000.0,4987200000.0
random_copy_28_23,1,534000000,2016000,2246450000.0,9963030000.0,89848500.0,179488000.0,168838000.0,168852000.0,91291900.0,4985870000.0,4985870000.0
random_copy_28_23,1,534000000,2208000,2272610000.0,11052100000.0,90895100.0,181577000.0,170778000.0,170791000.0,92594200.0,4977240000.0,4977240000.0
random_copy_28_23,1,534000000,2352000,2281090000.0,11538100000.0,91233800.0,182254000.0,171418000.0,171432000.0,92956300.0,4984970000.0,4984970000.0
random_copy_28_23,1,1320000000,408000,1248570000.0,1552780000.0,49807600.0,100474000.0,93466300.0,93727600.0,51091900.0,4948750000.0,4948750000.0
random_copy_28_23,1,1320000000,600000,1799340000.0,2633470000.0,71912600.0,144279000.0,134953000.0,135167000.0,73328400.0,4977570000.0,4977570000.0
random_copy_28_23,1,1320000000,816000,2109100000.0,3671720000.0,84303300.0,168669000.0,158448000.0,158527000.0,88182300.0,4959140000.0,4959140000.0
random_copy_28_23,1,1320000000,1008000,2612410000.0,4771180000.0,104480000.0,208756000.0,196343000.0,196363000.0,109059000.0,4989040000.0,4989040000.0
random_copy_28_23,1,1320000000,1200000,2686470000.0,5721450000.0,107450000.0,214646000.0,201884000.0,201891000.0,112514000.0,4986930000.0,4986930000.0
random_copy_28_23,1,1320000000,1416000,3046390000.0,6929990000.0,121846000.0,243402000.0,228893000.0,228921000.0,125116000.0,4986550000.0,4986550000.0
random_copy_28_23,1,1320000000,1608000,3098150000.0,8012540000.0,123916000.0,247537000.0,232797000.0,232823000.0,127378000.0,4983380000.0,4983380000.0
random_copy_28_23,1,1320000000,1800000,3209070000.0,9064770000.0,128353000.0,256395000.0,241128000.0,241136000.0,131757000.0,4985270000.0,4985270000.0
random_copy_28_23,1,1320000000,2016000,3373270000.0,9962490000.0,134921000.0,269513000.0,253495000.0,253519000.0,138269000.0,4985230000.0,4985230000.0
random_copy_28_23,1,1320000000,2208000,3533540000.0,11064700000.0,141331000.0,282317000.0,265549000.0,265559000.0,144087000.0,4985170000.0,4985170000.0
random_copy_28_23,1,1320000000,2352000,3588620000.0,11516600000.0,143534000.0,286718000.0,269689000.0,269711000.0,146142000.0,4977300000.0,4977300000.0
random_copy_28_23,1,1968000000,408000,1174620000.0,1525680000.0,46841900.0,94655200.0,87884800.0,88145900.0,48030200.0,4961020000.0,4961020000.0
random_copy_28_23,1,1968000000,600000,1607140000.0,2625250000.0,64173100.0,128874000.0,120513000.0,120732000.0,66066400.0,4980460000.0,4980460000.0
random_copy_28_23,1,1968000000,816000,2032150000.0,3675440000.0,81216400.0,162546000.0,152604000.0,152688000.0,84285700.0,4971300000.0,4971300000.0
random_copy_28_23,1,1968000000,1008000,2467230000.0,4756110000.0,98668400.0,197163000.0,185405000.0,185447000.0,102442000.0,4980800000.0,4980800000.0
random_copy_28_23,1,1968000000,1200000,2660780000.0,5720790000.0,106422000.0,212598000.0,199942000.0,199973000.0,109470000.0,4985040000.0,4985040000.0
random_copy_28_23,1,1968000000,1416000,2869280000.0,6919110000.0,114762000.0,229249000.0,215605000.0,215629000.0,117041000.0,4978150000.0,4978150000.0
random_copy_28_23,1,1968000000,1608000,2919440000.0,8008290000.0,116768000.0,233258000.0,219386000.0,219412000.0,120143000.0,4979700000.0,4979700000.0
random_copy_28_23,1,1968000000,1800000,3063890000.0,9051690000.0,122546000.0,244795000.0,230224000.0,230251000.0,125457000.0,4979690000.0,4979690000.0
random_copy_28_23,1,1968000000,2016000,3115510000.0,9947290000.0,124611000.0,248920000.0,234140000.0,234148000.0,128311000.0,4980410000.0,4980410000.0
random_copy_28_23,1,1968000000,2208000,3104450000.0,11077100000.0,124169000.0,248033000.0,233321000.0,233328000.0,128748000.0,4991490000.0,4991490000.0
random_copy_28_23,1,1968000000,2352000,3157010000.0,11538200000.0,126272000.0,252236000.0,237260000.0,237284000.0,130421000.0,4990370000.0,4990370000.0
random_copy_28_23,1,2400000000,408000,1162950000.0,1531800000.0,46398500.0,93695800.0,87042700.0,87299400.0,47468100.0,4948450000.0,4948450000.0
random_copy_28_23,1,2400000000,600000,1798000000.0,2714780000.0,71833500.0,143971000.0,134998000.0,135135000.0,73526400.0,4961440000.0,4961440000.0
random_copy_28_23,1,2400000000,816000,2248720000.0,3746220000.0,89903300.0,179782000.0,168981000.0,169036000.0,93163200.0,4976890000.0,4976890000.0
random_copy_28_23,1,2400000000,1008000,2667360000.0,4761120000.0,106678000.0,213151000.0,200554000.0,200592000.0,109918000.0,4977620000.0,4977620000.0
random_copy_28_23,1,2400000000,1200000,2797580000.0,5714510000.0,111894000.0,223526000.0,210385000.0,210391000.0,115383000.0,4979590000.0,4979590000.0
random_copy_28_23,1,2400000000,1416000,3035150000.0,6913230000.0,121397000.0,242506000.0,228137000.0,228144000.0,124964000.0,4975370000.0,4975370000.0
random_copy_28_23,1,2400000000,1608000,3121230000.0,8007600000.0,124840000.0,249378000.0,234622000.0,234650000.0,128725000.0,4980540000.0,4980540000.0
random_copy_28_23,1,2400000000,1800000,3267680000.0,9050780000.0,130697000.0,261080000.0,245587000.0,245613000.0,135153000.0,4978730000.0,4978730000.0
random_copy_28_23,1,2400000000,2016000,3368920000.0,9943220000.0,134747000.0,269168000.0,253226000.0,253258000.0,138525000.0,4979410000.0,4979410000.0
random_copy_28_23,1,2400000000,2208000,3493330000.0,11062700000.0,139723000.0,279110000.0,262512000.0,262545000.0,144452000.0,4989760000.0,4989760000.0
random_copy_28_23,1,2400000000,2352000,3482870000.0,11532000000.0,139305000.0,278271000.0,261738000.0,261763000.0,144155000.0,4989260000.0,4989260000.0
random_copy_20_5,0,534000000,408000,1088210000.0,1935800000.0,31702900.0,52972900.0,51804700.0,51804700.0,20456200.0,4963540000.0,4963540000.0
random_copy_20_5,0,534000000,600000,1484910000.0,2911690000.0,43429600.0,72142500.0,70491200.0,70491200.0,25370000.0,4966530000.0,4966530000.0
random_copy_20_5,0,534000000,816000,1783520000.0,3913550000.0,52228700.0,86593700.0,84666200.0,84666200.0,30616800.0,4978490000.0,4978490000.0
random_copy_20_5,0,534000000,1008000,2029130000.0,4865650000.0,59275800.0,98329100.0,96288900.0,96288900.0,33779700.0,4977600000.0,4977600000.0
random_copy_20_5,0,534000000,1200000,2232310000.0,5967610000.0,65501600.0,108460000.0,105922000.0,105922000.0,37315900.0,4969160000.0,4969160000.0
random_copy_20_5,0,534000000,1416000,2392430000.0,6910900000.0,69997400.0,115972000.0,113511000.0,113511000.0,39606000.0,4988340000.0,4988340000.0
random_copy_20_5,0,534000000,1608000,2513820000.0,7915310000.0,73599500.0,121908000.0,119324000.0,119324000.0,41727400.0,4974000000.0,4974000000.0
random_copy_20_5,0,534000000,1800000,2651160000.0,8890870000.0,77828400.0,128771000.0,125830000.0,125830000.0,43563000.0,4985380000.0,4985380000.0
random_copy_20_5,0,1320000000,408000,1272060000.0,1942690000.0,37116300.0,61597300.0,60292600.0,60292600.0,22113300.0,4977780000.0,4977780000.0
random_copy_20_5,0,1320000000,600000,1798480000.0,2920950000.0,52576800.0,87496900.0,85498300.0,85498300.0,30599000.0,4975700000.0,4975700000.0
random_copy_20_5,0,1320000000,816000,2265880000.0,3918410000.0,66162400.0,110231000.0,107724000.0,107724000.0,38679200.0,4985770000.0,4985770000.0
random_copy_20_5,0,1320000000,1008000,2676330000.0,4878370000.0,78244000.0,130205000.0,127243000.0,127243000.0,44425900.0,4986280000.0,4986280000.0
random_copy_20_5,0,1320000000,1200000,3086790000.0,6005260000.0,90174500.0,149883000.0,146616000.0,146616000.0,51344000.0,4989890000.0,4989890000.0
random_copy_20_5,0,1320000000,1416000,3370760000.0,6921300000.0,98642600.0,163600000.0,160026000.0,160026000.0,55968500.0,4986700000.0,4986700000.0
random_copy_20_5,0,1320000000,1608000,3670200000.0,7944640000.0,107596000.0,177940000.0,174017000.0,174017000.0,60496100.0,4984700000.0,4984700000.0
random_copy_20_5,0,1320000000,1800000,3881430000.0,8896010000.0,113759000.0,188237000.0,184031000.0,184031000.0,65564400.0,4976980000.0,4976980000.0
random_copy_20_5,0,1968000000,408000,1238240000.0,1940270000.0,36192600.0,60095900.0,58741300.0,58741300.0,22346000.0,4975760000.0,4975760000.0
random_copy_20_5,0,1968000000,600000,1748830000.0,2925200000.0,50955000.0,85035000.0,83165800.0,83165800.0,30450200.0,4984410000.0,4984410000.0
random_copy_20_5,0,1968000000,816000,2183050000.0,3923050000.0,63625200.0,106029000.0,103760000.0,103760000.0,37890900.0,4987830000.0,4987830000.0
random_copy_20_5,0,1968000000,1008000,2546990000.0,4876060000.0,74338700.0,123689000.0,120985000.0,120985000.0,43924300.0,4983430000.0,4983430000.0
random_copy_20_5,0,1968000000,1200000,2902310000.0,5997930000.0,85180900.0,140900000.0,137650000.0,137650000.0,50486100.0,4987570000.0,4987570000.0
random_copy_20_5,0,1968000000,1416000,3198960000.0,6913460000.0,93604000.0,154963000.0,151605000.0,151605000.0,54627300.0,4983740000.0,4983740000.0
random_copy_20_5,0,1968000000,1608000,3451570000.0,7964330000.0,101228000.0,167375000.0,163627000.0,163627000.0,59421600.0,4998160000.0,4998160000.0
random_copy_20_5,0,1968000000,1800000,3682220000.0,8908700000.0,107720000.0,178587000.0,174750000.0,174750000.0,62523600.0,4986470000.0,4986470000.0
random_copy_20_5,0,2400000000,408000,1272800000.0,1942230000.0,37169900.0,61863700.0,60432000.0,60432000.0,23609400.0,4978470000.0,4978470000.0
random_copy_20_5,0,2400000000,600000,1790830000.0,2925560000.0,52100700.0,87028600.0,85207800.0,85207800.0,32074600.0,4984820000.0,4984820000.0
random_copy_20_5,0,2400000000,816000,2242230000.0,3918430000.0,65501500.0,109170000.0,106645000.0,106645000.0,40197500.0,4984340000.0,4984340000.0
random_copy_20_5,0,2400000000,1008000,2659410000.0,4884500000.0,77596800.0,129253000.0,126409000.0,126409000.0,46219900.0,4989020000.0,4989020000.0
random_copy_20_5,0,2400000000,1200000,3071620000.0,5996390000.0,89858600.0,149139000.0,145800000.0,145800000.0,52621300.0,4984940000.0,4984940000.0
random_copy_20_5,0,2400000000,1416000,3354880000.0,6901430000.0,98259700.0,162722000.0,159157000.0,159157000.0,57289400.0,4976620000.0,4976620000.0
random_copy_20_5,0,2400000000,1608000,3644860000.0,7935400000.0,107084000.0,176806000.0,172683000.0,172683000.0,62561700.0,4979610000.0,4979610000.0
random_copy_20_5,0,2400000000,1800000,3876000000.0,8880580000.0,113726000.0,188064000.0,183853000.0,183853000.0,67253400.0,4969820000.0,4969820000.0
random_copy_20_5,1,534000000,408000,3459440000.0,1960140000.0,111672000.0,170068000.0,70736000.0,221345000.0,68911400.0,4983460000.0,4983460000.0
random_copy_20_5,1,534000000,600000,4333950000.0,2939330000.0,140176000.0,213114000.0,94388200.0,275793000.0,82416300.0,4979080000.0,4979080000.0
random_copy_20_5,1,534000000,816000,5095100000.0,3843270000.0,165348000.0,250549000.0,110596000.0,325683000.0,93894400.0,4986730000.0,4986730000.0
random_copy_20_5,1,534000000,1008000,5834310000.0,4781620000.0,189557000.0,286899000.0,124336000.0,372290000.0,107089000.0,4984710000.0,4984710000.0
random_copy_20_5,1,534000000,1200000,6300720000.0,5703330000.0,204775000.0,309830000.0,140181000.0,401974000.0,114408000.0,4983800000.0,4983800000.0
random_copy_20_5,1,534000000,1416000,6837280000.0,6911560000.0,222450000.0,336211000.0,151681000.0,435627000.0,124724000.0,4986400000.0,4986400000.0
random_copy_20_5,1,534000000,1608000,7174120000.0,7994460000.0,233550000.0,352693000.0,163046000.0,456765000.0,129355000.0,4983510000.0,4983510000.0
